external_id,title,company,domain_tag,total_skills,core_count
242482,PROJECT MANAGER DANS LE NOIR(H/F),DEEP DATING,operations,2,0
242374,INGÉNIEUR(E) EN AUTOMATISME (H/F),FORTIL GROUP,engineering,2,0
242491,T&C CFO – Ingénieur Essais et Mise en Service CFO (H/F),COLAS RAIL,operations,2,0
238356,Project Engineer – Equipment Installations (H/F),PRODUCT DEVELOPMENT EMPLOYENEURSHIP,engineering,2,0
237057,V.I.E Piping Inspector (H/F),TECHNIP ENERGIES FRANCE,engineering,2,0
242467,Ingénieur Qualité (F/H/X) (H/F),FRATECH RP,engineering,2,0
238274,"Commissioning, Qualification & Validation (CQV) Engineer | Life Sciences (H/F)",ALTRAN TECHNOLOGIES,engineering,2,0
242305,Tender Executive​ (H/F),SANOFI WINTHROP INDUSTRIE,supply,2,0
229198,COORDINATEUR TECHNIQUE DE PROJET H/F (H/F),GRID SOLUTIONS,engineering,2,0
236751,Acheteur(se) Prestations Intellectuelles (H/F),INNOHA,supply,2,0
242099,Program Controller (H/F),FAURECIA INTERIORS HOLDING,finance,2,0
242174,Chargé(e) local(e) d’opérations immobilières (H/F),AGENCE POUR L'ENSEIGNEMENT FRANCAIS A L'ETRANGER,operations,2,0
238297,Chef de projet - planning (H/F),INEO RAIL,operations,2,0
242187,Privacy Analyst (H/F),M&L DISTRIBUTION (FRANCE) S.A.R.L.,data,2,0
236852,BUSINESS ANALYST (H/F),TOTALENERGIES SE,sales,2,0
242229,INGENIEUR TRAVAUX JUNIOR H/F (H/F),DEMATHIEU BARD GENIE CIVIL,engineering,2,0
242476,Gestionnaire de crise fournisseur (H/F),RENAULT TRUCKS,supply,2,0
242452,Subcontract Lead for LNG Trains / Technical Building F/H (H/F),TECHNIP ENERGIES FRANCE,admin,2,0
242402,VIE - Supply Portfolio Manager B2B (H/F),ENGIE GLOBAL MARKETS,supply,2,0
242344,TECH/SALES RESERVOIR SIMULATION SOFTWARE SOLUTIONS (H/F),AMARILE,sales,2,0
237810,CONTROLEUR DE GESTION (H/F),FRIEDLANDER,finance,2,0
242089,Expert CyberSOC H/F (H/F),ORANGE,operations,2,0
240123,MRO Supplier Coordinator (H/F),SAFRAN SEATS,operations,2,0
237379,PROJECT MANAGER (H/F),CLEXTRAL,operations,2,0
242102,Préparateur Méthodes (H/F),AIRBUS ATLANTIC,engineering,2,0
240151,Talent Acquisition & Campus Management Professional (H/F),OPMOBILITY GESTION,hr,2,0
238285,Ingénieur qualité (H/F),STMICROELECTRONICS (TOURS) SAS,engineering,2,0
242500,Junior Project Officer – Battery Electric Trains (H/F),TRANSDEV GROUP,data,2,0
242463,DIGITAL SALES MANAGER BELGIQUE (H/F),EXALT FI,sales,2,0
242150,Acheteur commodité et projet (H/F),RENAULT TRUCKS,supply,2,0
242224,Ingénieur HVAC/CVC (H/F),FRATECH RP,engineering,2,0
240138,Chief of staff to the CEO - French African Start up (H/F),OPTIMETRIKS,finance,2,0
240130,VIE - Local Buyer/Expeditor (H/F),TECHNIP ENERGIES FRANCE,supply,2,0
237948,RFP Writer (H/F),AMUNDI ASSET MANAGEMENT,sales,2,0
240112,Contrôleur de Gestion (H/F),BABOLAT VS,finance,2,0
242185,Compensation & Cost Controlling (H/F),BULGARI FRANCE SAS,finance,2,0
242373,INGÉNIEUR(E) MAINTENANCE (H/F),FORTIL GROUP,engineering,2,0
240137,DIGITAL MARKETING & COMMUNICATIONS H/F -USA EXPANSION (H/F),MASAI,sales,2,0
238382,BUSINESS DEVELOPER (H/F),AMARIS FRANCE SAS,supply,2,0
232832,INGENIEUR MECANIQUE - (H/F),EXTIA,engineering,2,0
238140,Project Engineer Packaging (H/F),LESAFFRE INTERNATIONAL,engineering,2,0
242158,VIE – Finance Transformation Administrator - Barcelona (H/F),SCHNEIDER ELECTRIC INDUSTRIES SAS,admin,2,0
242216,SSC Controller (H/F),LESAFFRE INTERNATIONAL,finance,2,0
242396,Chef de projet Digital (H/F),COMPAGNIE DE SAINT-GOBAIN,operations,2,0
242261,Business Developer (F/H) (H/F),HEADMIND PARTNERS,sales,2,0
242134,Service Business Developer – Food & Pharma Division (H/F),ALFA LAVAL FRANCE & NORTH WEST AFRICA SAS,sales,2,0
242287,Junior Business Controller (H/F),EUROFINS GSC FRANCE,finance,2,0
238005,ACCOUNTANT IN AN INTERNATIONAL ENVIRONMENT M/F (H/F),BAXTER S.A.S,finance,2,0
242124,INGÉNIEUR(E) METHODES (H/F),SMART TREE,engineering,2,0
238335,Ingénieur amélioration continue (H/F),SAFRAN ELECTRONICS & DEFENSE,engineering,2,0
242493,COMMERCIAL EXPORT (H/F),CITE MARINE,sales,2,0
238260,INGÉNIEUR CHARGÉ D'AFFAIRES (H/F),TUBESCA-COMABI,operations,2,0
238404,VIE R&D - Downstream Processing Development for Enzymes (H/F),PATISFRANCE - PURATOS,sales,2,0
242417,INGÉNIEUR SUPPLY CHAIN (H/F),FORTIL GROUP,supply,2,0
238176,Supply Chain Optimization & Control (H/F),MOONGY,supply,2,0
237980,DIGITAL SALES MANAGER UK (H/F),EXALT FI,sales,2,0
231590,INGENIEUR LEAN LOGISTIQUE CHANTIER D'AMELIORATION CONTINUE (H/F),SCALIAN,supply,2,0
242129,HRBP & Global Mobility Specialist (H/F),AIRBUS,hr,2,0
242457,Project manager (H/F),ASTEK FRANCE,operations,2,0
240136,Business Manager (H/F),KLB,sales,2,0
242090,Expert CyberSOC (H/F),ORANGE,operations,2,0
237988,Mid Test Automation Engineer / QAE (H/F),ASF ACT DIGITAL,engineering,2,0
242384,Consultant.e en recrutement (H/F),ADSEARCH PARIS,hr,2,0
238276,West Africa Marketing Executive - Trade & Digital (H/F),LESAFFRE INTERNATIONAL,marketing,2,0
242195,Serial Buyer (H/F),OPMOBILITY GESTION,supply,2,0
238248,"Professionnel(le) - Industrie Pharmaceutique – Opérations, Qualité, R&D (H/F)",TWYCE,operations,2,0
236241,Junior Construction Project Manager (H/F),QAIR INTERNATIONAL,operations,2,0
242182,Business Manager (H/F),INNOVATEAM,sales,2,0
242132,Scrum Master (Systèmes Embarqués IoT) (H/F),ABYLSEN SIGMA,engineering,2,0
238269,Chargé de HSE (H/F),FAURECIA SIEGES D'AUTOMOBILE,operations,2,0
232333,INGÉNIEUR MÉCATRONIQUE (H/F),SCALIAN,supply,2,0
238373,DIGITAL SALES MANAGER PORTUGAL (H/F),EXALT FI,sales,2,0
242271,FP&A Analyst (H/F),LAGARDERE TRAVEL RETAIL,data,2,0
236639,Architecte Micro-Mobilité – Avant-Projet Propulsion (H/F),STELLANTIS AUTO SAS,engineering,2,0
238245,Recruitment & Business Development Consultant (H/F),DOMINO PRESTATIONS & FORMATION,sales,2,0
242521,INGENIEUR QUALITE (H/F),HITACHI ENERGY FRANCE,finance,2,0
229739,CONSULTANT(E) INGENIEUR(E) CONCEPTION MECANIQUE (H/F),ISALYS CONSULTING FRANCE,engineering,2,0
242414,DATA ANALYST/EXPERT DATAIKU (H/F),DAVIDSON NORD,data,2,0
229126,SALES SPECIALIST BRUXELLES (H/F),COLLABORATION BETTERS THE WORLD,sales,2,0
238363,Field Engineer (F/H) (H/F),VINCI CONSTRUCTION GRANDS PROJETS,engineering,2,0
242492,Coordinateur qualité client (H/F),KARTESIS FRANCE,finance,2,0
242214,INGÉNIEUR(E) ASSURANCE QUALITÉ (H/F),FORTIL GROUP,engineering,2,0
233057,TALENT RECRUITER (H/F),JEMS,engineering,2,0
238330,Corporate Recruiter – Campus & Employer Branding (H/F),EUROFINS GSC FRANCE,hr,2,0
231210,KYC ANALYST M/F (H/F),CLEEVEN ND,finance,2,0
238009,CONSULTANT – CLIMATE CHANGE MITIGATION – OIL & GAS SECTOR (H/F),EFE INTERNATIONAL,data,2,0
236247,Ingénieur qualité (H/F),MONDI LEMBACEL,finance,2,0
238242,CONCEPTEUR MECANIQUE (H/F),PRODUCT DEVELOPMENT EMPLOYENEURSHIP,engineering,2,0
236232,PROJECT ENGINEER - INFRASTRUCTURE (H/F),PRODUCT DEVELOPMENT EMPLOYENEURSHIP,engineering,2,0
242524,Private Equity – Portfolio Management H/F (H/F),CA INDOSUEZ,finance,2,0
224085,INGÉNIEUR MECANIQUE (H/F),ASITIX,engineering,2,0
242436,V.I.E. Chargé d'exploitation et de digitalisation aéroportuaire (H/F),EGIS,operations,2,0
238188,PROJECT MANAGER (H/F) - RAIL BALTICA SLEEPERS & BEARERS,SATEBA FRANCE,sales,2,0
237615,Ingénieur Intelligence Artificielle (H/F),TOTALENERGIES SE,engineering,2,0
242299,Aircraft Maintenance system designer (H/F),AIRBUS,engineering,2,0
237862,VIE – Business Development & Distribution Network Coordinator – Equine Veterinary Sector (Poland) (H/F),LIM FRANCE,sales,2,0
238421,VIE Ingénieur Laser et procédés (H/F),BLOOM LASERS,engineering,2,0
238296,Energy Advisory Analyst (H/F),SLR CONSULTING FRANCE SAS,sales,2,0
237718,Microfluidics Sales Specialist (H/F),DARWIN MICROFLUIDICS,sales,2,0
242345,TECH/SALES RESERVOIR SIMULATION SOFTWARE SOLUTIONS (H/F),AMARILE,sales,2,0
242213,BUSINESS DEVELOPER (H/F),ACENSI SAS,sales,2,0
242481,RESPONSABLE MARKETING (H/F),BRUCE,supply,2,0
242466,Ingénieur Méthodes (F/H/X) - Aéronautique-Spatial-Défense (H/F),FRATECH RP,engineering,2,0
242177,Ingénieur Qualité Projet Nucléaire (I&C) (H/F),FRATECH RP,finance,2,0
236230,NUCLEAR PROJECT ENGINEER (H/F),PRODUCT DEVELOPMENT EMPLOYENEURSHIP,engineering,2,0
237882,CHEF DE PROJET MARKETING DIGITAL (H/F),LINKEO.COM,marketing,2,0
242429,QA Validation (H/F),SERVIER INTERNATIONAL,sales,1,0
242519,D&IS Product Marketing (H/F),ALSTOM TRANSPORT SA,marketing,1,0
238332,Responsable maintenance (H/F),SAS ARBOR,finance,1,0
242413,Ingénieur R&D en technologies de packaging et d’assemblage (H/F),STMICROELECTRONICS (TOURS) SAS,engineering,1,0
238136,IT Support Engineer - (H/F),NAVAL GROUP,engineering,1,0
237030,BUSINESS DEVELOPMENT MANAGER ITALIE TURIN (H/F),INGENIERIE MEDITERRANEENNE POUR L EXPORT ET LE DEVELOPPEMENT,sales,1,0
238311,International CSR officer (H/F),SOCIETE POUR L'INFORMATIQUE INDUSTRIELLE,operations,1,0
242266,Omnichannel Project Lead (H/F),SANOFI WINTHROP INDUSTRIE,supply,1,0
238429,Hydro(géo)logue de terrain et recherches pluridisciplinaires sur l'eau F/H (H/F),INSTITUT DE RECHERCHE POUR LE DEVELOPPEMENT,supply,1,0
231969,BUSINESS MANAGER (H/F),CLEEVEN ND,sales,1,0
231372,INGÉNIEUR HVAC H/F (H/F),EFE INTERNATIONAL,engineering,1,0
231967,COMPLIANCE ANALYST M/F (H/F),CLEEVEN ND,legal,1,0
242488,IT-support (1st level) (H/F),COLAS RAIL,admin,1,0
242075,Methods/Process Engineering Engineer (H/F),MINEBEA ACCESSSOLUTIONS FRANCE,engineering,1,0
238397,Juriste (H/F),AIRBUS,supply,1,0
238385,Performance Communication Specialist (H/F),SERVICES TECHNIQUES SCHLUMBERGER,hr,1,0
238365,Développeur .NET (H/F),AUDENSIEL NORD,engineering,1,0
238153,PRODUCT OWNER & COORDINATEUR SUPPORT HF (H/F),EFE INTERNATIONAL,admin,1,0
232756,INGENIEUR QUALITE H/F (H/F),EFE INTERNATIONAL,finance,1,0
233038,INGENIEUR ELECTRIQUE H/F (H/F),EFE INTERNATIONAL,engineering,1,0
236315,Business Analyst (H/F),AMARIS FRANCE SAS,data,1,0
242528,INGÉNIEUR MATÉRIAUX COMPOSITE (H/F),FORTIL GROUP,engineering,1,0
238405,VIE R&D - R&D Innovation Business Unit Sourdough (H/F),PATISFRANCE - PURATOS,sales,1,0
237974,Business Developer (H/F),NEXELEC,sales,1,0
242164,Business Development Manager Junior (H/F),AIRBUS OPERATIONS,sales,1,0
242301,Growth & Account Manager – Villa Supply (H/F),VILLANOVO,sales,1,0
242080,Research & Innovation Formulator (H/F),CHANEL PARFUMS BEAUTE,marketing,1,0
242432,Supply Chain Business Partner (H/F),SANOFI WINTHROP INDUSTRIE,supply,1,0
237460,INGÉNIEUR MAINTENANCE (H/F),PRODIGYUS,engineering,1,0
242499,SALES & SPECIFICATION ENGINEER (H/F),SOCOMEC,sales,1,0
230522,DEVOPS ENGINEER (H/F),HELLO POMELO,engineering,1,0
242298,Ingénieur Production et Qualité (H/F),GROUPE PSV,finance,1,0
242322,Technicien Production (H/F),DUO INDUSTRIE,operations,1,0
BF-242353,Chargé(e) de mission (universitaire) (H/F),MINISTERE DE L'EUROPE ET DES AFFAIRES ETRANGERES,hr,1,0
237577,INGENIEUR SYSTEME EMBARQUE (H/F),SCALIAN,supply,1,0
237821,Analyste SOC & CTI (H/F),INTRINSEC SECURITE,data,1,0
242188,Manager Paie (H/F),YOUR BO,hr,1,0
242189,Chargé(e) de communication (H/F),TOTALENERGIES ONETECH,supply,1,0
242526,VIA Chargé(e) de Développement Tech & Services à Houston (H/F),BUSINESS FRANCE,sales,1,0
238449,Géologue (H/F),TOTALENERGIES SE,engineering,1,0
232304,HARDWARE DESIGNER (H/F),SCALIAN,engineering,1,0
238010,Oracle HCM Developer (H/F),ASF ACT DIGITAL,engineering,1,0
237256,INGÉNIEUR AMELIORATION CONTINUE (H/F),NGEN LILLE,engineering,1,0
238150,Strategic Partnership Manager - VIE - Barcelona (H/F),FLASH CONTRACT,sales,1,0
238395,Automatisation des Données Techniques (H/F),AIRBUS,data,1,0
238164,Analyste crédits professionnels de l'Immobilier (H/F),BANQUE FEDERATIVE DU CREDIT MUTUEL,finance,1,0
236021,Administrateur informatique adjoint (H/F),NUMALLIANCE,admin,1,0
238126,ACHETEUR STRATÉGIQUE (H/F),ACTORAN IDF,supply,1,0
242389,Data Analyst (H/F),SAFRAN NACELLES,data,1,0
237740,Reliability/Maintenance Engineer |Nuclear (H/F),ALTRAN TECHNOLOGIES,engineering,1,0
238069,Structural Engineer / Structural Designer (H/F),EIFFAGE ENERGIE SYSTEMES - GESTION & DEVELOPPEMENT,engineering,1,0
242315,PR AND SOCIAL MEDIA ACCOUNT EXECUTIVE- GERMAN SPEAKER M/F (H/F),HOPSCOTCH,sales,1,0
237047,INGÉNIEUR(E) MÉTHODES - USINAGE (H/F),NGEN LILLE,engineering,1,0
237385,Ingénieur Performance Process (H/F),VICAT,engineering,1,0
238287,TALENT ACQUISITION SPECIALIST BERLIN (H/F),COLLABORATION BETTERS THE WORLD,data,1,0
236600,Quality Engineer – BPO (H/F),PLASTIC OMNIUM AUTO INERGY MANAGEMENT,engineering,1,0
240120,Methods Engineer | Aeronautics & Defense (H/F),ALTRAN TECHNOLOGIES,engineering,1,0
235859,GRAPHIC DESIGNER (H/F),GYS,marketing,1,0
237239,VIE - HR Learning & Development Officer (M/W/D) (H/F),CACEIS,supply,1,0
238281,Production Support Engineer (N2) – DevOps Environment (H/F),ASF ACT DIGITAL,engineering,1,0
237619,HR VIE (H/F),AMUNDI ASSET MANAGEMENT,hr,1,0
236437,Plant Energy Engineer (H/F),PLASTIC OMNIUM AUTO EXTERIEUR SERVICES,engineering,1,0
237382,Industrial AI & Data Engineer (H/F),VICAT,data,1,0
236050,Ingénieur Procédé Extrusion - Qualité (H/F),TOTALENERGIES RAFFINAGE CHIMIE,engineering,1,0
238390,INGENIEUR MAINTENANCE INDUSTRIELLE (H/F),ALBIOMA,engineering,1,0
242221,HR Generalist (H/F),ALSTOM TRANSPORT SA,hr,1,0
238372,Purchasing VIE (H/F),FAURECIA INTERIORS HOLDING,supply,1,0
238418,Project Quality and Safety Manager (H/F),ALSTOM TRANSPORT SA,engineering,1,0
242226,BUSINESS MANAGER BCN (H/F),EFE INTERNATIONAL,hr,1,0
231440,DESSINATEUR PROJETEUR/DESSINATRICE PROJETEUSE (H/F),RSL HOLDING,engineering,1,0
242474,Data Management & Analytical Method Lifecycle (H/F),BAXTER S.A.S,engineering,1,0
242294,Customer Services Regionalisation Change Management (H/F),AIRBUS,operations,1,0
236526,INJECTION EQUIPMENT ENGINEER (M/F) (H/F),NEMERA SERVICES,engineering,1,0
240111,Commodity Buyer (H/F),RENAULT TRUCKS,finance,1,0
242131,GROUP PROCURMENT SPECIALIST - PROCESS / METHODS / SUSTAINABILITY (F/M) (H/F),SHAPE CORP. FRANCE,supply,1,0
238268,Strategic Partnership Analyst (H/F),ARCELORMITTAL FRANCE,supply,1,0
237228,Industrial Injection Engineer (H/F),PLASTIC OMNIUM AUTO EXTERIEUR SERVICES,engineering,1,0
242317,Systems Engineer (Aerospace / UAS) (H/F),PRODUCT DEVELOPMENT EMPLOYENEURSHIP,engineering,1,0
242300,Manufacturing Engineering Support (H/F),AIRBUS HELICOPTERS,supply,1,0
238239,TALENT ACQUISITION SPECIALIST (H/F),EXALT FI,hr,1,0
242116,BUSINESS MANAGER (H/F),ACALY,hr,1,0
242171,Mechanical Engineer (H/F),GROUPE ATLANTIC SYNERGY,engineering,1,0
238065,Chargé(e) de Prescription - Français/Allemand (H/F),NEOLIFE,sales,1,0
238025,Ingénieur DATA (H/F),HELLO POMELO,engineering,1,0
242415,Pilote industrialisation produits & process (H/F),TESCA SEAT COMPONENTS SERVICES,engineering,1,0
238077,Technical Project Specialist in Energy Technology (H/F),EIFFAGE ENERGIE SYSTEMES - GESTION & DEVELOPPEMENT,operations,1,0
238333,Ingénieur amélioration continue (H/F),FAURECIA SYSTEMES D'ECHAPPEMENT,engineering,1,0
238427,Application & Support Engineer M/F (H/F),IMAGINE OPTIC,sales,1,0
237405,Industrial Injection Engineer (H/F),PLASTIC OMNIUM AUTO EXTERIEUR SERVICES,engineering,1,0
240126,Business Manager (H/F),MISSION CONSEIL ASSISTANCE INGENIERIE,sales,1,0
238419,"Project Management in Flight Hours Services Processes, Methods and Tools (H/F)",AIRBUS,sales,1,0
242250,VIE - Data Scientist (H/F),ENGIE GLOBAL MARKETS,data,1,0
242108,Ingénieur Process (H/F),NEXIRA,engineering,1,0
BF-242348,INGÉNIEUR(E) CSV (H/F),FORTIL GROUP,engineering,1,0
242111,SUPPLY CHAIN MANAGEMENT M/F (H/F),PERENCO,supply,1,0
238283,Mainframe Operations Engineer (Z/OS – N2 Support) (H/F),ASF ACT DIGITAL,operations,1,0
236471,Accounting Specialist (H/F),AMARIS FRANCE SAS,sales,1,0
237879,Développeur de use cases IA et automatisation (H/F),TOTALENERGIES SE,engineering,1,0
237792,Full stack software engineer (H/F),SERVICES TECHNIQUES SCHLUMBERGER,engineering,1,0
232332,INGÉNIEUR LOGICIEL EMBARQUÉ AERO (H/F),SCALIAN,supply,1,0
242490,Junior Legal Counsel (H/F),GRAITEC INNOVATION,legal,1,0
238244,INGENIEUR ELECTRIQUE (H/F),PRODUCT DEVELOPMENT EMPLOYENEURSHIP,engineering,1,0
237776,Software engineer (M/F) (H/F),ALTEN,engineering,1,0
240133,Embedded Software Engineer (H/F),NALYS FRANCE,engineering,1,0
236320,Développeur Fullstack C#/.NET (H/F),AMARIS FRANCE SAS,engineering,1,0
238190,Conducteur de Travaux en Risques Naturels (H/F),CAN,operations,1,0
232822,INGÉNIEUR STABILITE - (H/F),EXTIA,engineering,1,0
242427,RESPONSABLE DEVELOPPEMENT COMMERCIAL au VIETNAM (H/F),LEGENDRE,supply,1,0
242248,VIE - Certificate Portfolio Manager (H/F),ENGIE GLOBAL MARKETS,sales,1,0
237191,SCRUM MASTER (H/F) (M/F),AUDENSIEL NORD,operations,1,0
242218,Chargé(e) Back Office - Corporate Actions (H/F),ARKEA PROCAPITAL SERVICES,finance,1,0
238155,VIE-Deposition Researcher (F/M/D) (H/F),L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,engineering,1,0
242270,Field Engineer (H/F) - Mobilité Internationale,WIRE GROUP,supply,1,0
238386,Sales (H/F),FAURECIA INTERIORS HOLDING,sales,1,0
236958,Junior Asset Management & Fleet Performance Analyst (H/F),AKIEM,supply,1,0
242465,Ingénieur RAMS / FMDS (H/F),LGM,engineering,1,0
242125,Manufacturing Engineer V.I.E (H/F),ALTEN,engineering,1,0
229545,CONSULTANT(E) ANALYSTE SECURITÉ (H/F),EXALT FI,engineering,1,0
242342,V.I.E – Juriste Data Privacy & Contrats Commerciaux (H/F),ICOMERA FRANCE,legal,1,0
242206,PCB Designer (H/F),ABYLSEN ST-RA,engineering,1,0
242256,User Acquisition Specialist (H/F),GAMELOFT SE,hr,1,0
242454,Application Scientist (H/F),IKTOS,other,1,0
242487,Responsable qualité (H/F),KARTESIS FRANCE,engineering,1,0
242336,Acheteur Commodité composants moteur (H/F),RENAULT TRUCKS,supply,1,0
242333,VIE HSE COORDINATOR SOLAR FARM (H/F),BOUYGUES TRAVAUX PUBLICS,operations,1,0
238157,VIE-Synthesis Researcher(M/F/D) (H/F),L'AIR LIQUIDE SOCIETE ANONYME POUR L'ETUDE ET L'EXPLOITATION DES PROCEDES GEORGES CLAUDE,data,1,0
242273,Junior Credit Analyst (H/F),GROUPE LA FRANCAISE,data,1,0
237194,BUSINESS ANALYST/MOA (F/M) (H/F),AUDENSIEL NORD,data,1,0
236829,Internal comms & Employer brand Partner (H/F),DOCTOLIB,hr,1,0
238082,Electrical Engineer Secondary Engineering – Substation Construction (H/F),EIFFAGE ENERGIE SYSTEMES - GESTION & DEVELOPPEMENT,operations,1,0
242324,Consultant SAP Production (H/F),SOPRA STERIA GROUP,supply,1,0
228215,BUSINESS DEVELOPPER USA (H/F),SKYVISOR,sales,1,0
238415,Contract Management (m/f) (H/F),ALSTOM TRANSPORT SA,legal,1,0
237458,INGÉNIEUR(E) MECANIQUE (R&D) (H/F),PRODIGYUS,engineering,1,0
238328,BUSINESS DEVELOPER (H/F),FORTIL GROUP,sales,1,0
238388,Buyer (H/F),FAURECIA INTERIORS HOLDING,supply,1,0
242094,System Testing Engineer- Flight Warning System (H/F),AIRBUS OPERATIONS,engineering,1,0
237484,OT Security Consultant (H/F),HEADMIND PARTNERS,other,1,0
231468,INGÉNIEUR AUTOMATICIEN (H/F),CLEEVEN ND,engineering,1,0
238329,Technicien Opérations & Maintenance (H/F),NEW KRYOLE,supply,1,0
237982,Marketing Campaign Planning Officer (H/F),CLUB MED SAS,marketing,1,0
236095,Business Controller & Analyst (H/F),ALTEN,finance,1,0
242559,Chargé(e) de mission Contrôle Interne (H/F),TOTALENERGIES RAFFINAGE CHIMIE,finance,1,0
238358,Data Scientist (H/F),SHIFT TECHNOLOGY,data,1,0
230085,INGENIEUR DEVELOPMENT SYSTEM EMBARQUE (H/F) - SUEDE,CLEEVEN ND,engineering,1,0
242439,Business operations improvement Analyst (H/F),AIRBUS OPERATIONS,data,1,0
238345,CHARGE (E) DE MISSION NUCLEAIRE (H/F),COMMISSARIAT A L' ENERGIE ATOMIQUE ET AUX ENERGIES ALTERNATIVES,engineering,1,0
242166,Analytical Method Transfer Specialist (H/F),ALTRAN TECHNOLOGIES,engineering,1,0
237441,BUSINESS MANAGER (H/F),PRODIGYUS,operations,1,0
238075,Automation Engineer _Energy Technology (H/F),EIFFAGE ENERGIE SYSTEMES - GESTION & DEVELOPPEMENT,operations,1,0
242311,Chargé·e partenariats et sponsoring (H/F),9S58,marketing,1,0
242363,Field Service Business Operations & Digital Transformation North America (H/F),AIRBUS,sales,1,0
238189,Junior Medical Advisor (H/F),SERVIER INTERNATIONAL,marketing,1,0
238401,Training Product Deployment Support Digital and Project Manager (H/F),AIRBUS,engineering,1,0
242117,Acheteur(se) Programme (H/F),SAFRAN LANDING SYSTEMS,supply,1,0
242441,Responsable Technico-Commercial (H/F),ASCO INSTRUMENTS,supply,1,0
242068,Commercial B2B H/F (H/F),COTRAL LAB INTERNATIONAL,sales,1,0
238384,Productivity Buyer (H/F),FAURECIA INTERIORS HOLDING,supply,1,0
242257,Software Engineer (H/F),ALTEN,engineering,1,0
232891,PRODUCT OWNER JUNIOR (H/F),IKA,other,1,0
242334,VIE QUALITY ENGINEER MUSWELLBROOK (H/F),BOUYGUES TRAVAUX PUBLICS,engineering,1,0
236352,Spécialiste Support Manufacturing & Conformité GMP (H/F),AMARIS FRANCE SAS,admin,1,0
242425,TALENT ACQUISITION SPECIALIST FRANCFORT (H/F),COLLABORATION BETTERS THE WORLD,data,1,0
237774,Ingénieur assurance qualité (H/F),ALTEN,engineering,1,0
238292,VIE - Serial Supplier Quality Engineer (H/F),ALSTOM TRANSPORT SA,supply,1,0
242157,"Ingénieur en Recherche, évaluation numérique des formations et modélisation du sous-sol (H/F)",SERVICES TECHNIQUES SCHLUMBERGER,engineering,1,0
232251,INGÉNIEUR CONCEPTION MÉCANIQUE (H/F),FRATECH RP,engineering,1,0
230524,Software Quality & Automation Engineer (H/F),HELLO POMELO,engineering,1,0
242368,Manager de la Qualité (H/F),CERTIFER FRANCE,operations,1,0
228470,INGENIEUR TECHNICO COMMERCIAL DIGITAL (H/F),CITYPASSENGER,engineering,1,0
235953,Consultant SEA/SMA (H/F),EFE INTERNATIONAL,marketing,1,0
242350,VIE - Meeting Planner contrat H_F_X - BRUXELLES - 6 MONTHS (H/F),ACCOR,finance,1,0
242199,ACHETEUR(SE) (H/F),FORTIL GROUP,supply,1,0
242240,V.I.E – Support Hypercare & Déploiement (Rollout) – Logistique / Supply Chain (H/F),KLANIK,supply,1,0
235890,INGENIEUR(E) MECATRONIQUE (H/F),TECO,finance,1,0
237647,Ingénieur qualité 4.0 (H/F),ISALYS CONSULTING FRANCE,engineering,1,0
242304,Test Automation Engineer (H/F),WITBE,engineering,1,0
238255,Associate Legal Advisor- VIE (H/F),CREDIT INDUSTRIEL ET COMMERCIAL,legal,1,0
230084,INGÉNIEUR(E) TESTS ELECTRONIQUES (H/F) - SUEDE,CLEEVEN ND,engineering,1,0
242208,VIE JUNIOR SURVEYOR UNITED KINGDOM H/F (H/F),BOUYGUES TRAVAUX PUBLICS,admin,1,0
240131,Ingénieur conception (H/F),PACED,engineering,1,0
233037,INGENIEUR MECANIQUE H/F (H/F),EFE INTERNATIONAL,engineering,1,0
235980,Railway & Energy Project Engineer (H/F),IKOS CONSULTING,engineering,1,0
238420,Chargé développement commercial (H/F),FOODIZ DELI,sales,1,0
238315,R&I Digital Manager (H/F),DANONE,operations,1,0
237014,AI Solutions & Automation Specialist (H/F),BECK & POLLITZER FRANCE SAS,sales,1,0
242320,INGENIEUR PROCESS (H/F),NGEN LILLE,engineering,1,0
242408,Business Development and Growth Consultant- Intern (H/F),TNP CONSULTANTS,sales,1,0
238286,Ingénieur qualité (H/F),STMICROELECTRONICS (TOURS) SAS,engineering,1,0
242395,Chef de projet (H/F),COMPAGNIE DE SAINT-GOBAIN,sales,1,0
237800,VIE – JURISTE H/F (H/F),BANQUE TRANSATLANTIQUE,legal,1,0
232825,RESPONSABLE DE PROJETS ELECTRICITE - (H/F),EXTIA,operations,1,0
242347,Carpool Project Lead (H/F),KAROS MOBILITY,operations,1,0
238194,Project Manager | Automotive (H/F),ALTRAN TECHNOLOGIES,operations,1,0
242255,Mechatronics Engineer (H/F),ALTEN,engineering,1,0
241002,Business Developer (H/F),GENERAL AU SERVICE DU CHEVAL,sales,1,0
238266,Adjoint au Responsable des Opérations (H/F),UPERGY,supply,1,0
242339,Test & Commissioning (H/F),ALSTOM TRANSPORT SA,operations,1,0
237515,Technicien service à bord (H/F),THEMYS,engineering,1,0
240122,Aeronautics Engineer | Aeronautics (H/F),ALTRAN TECHNOLOGIES,engineering,1,0
237103,PLANT BUYER / REPUBLIQUE TCHEQUE (H/F),"TREVES PRODUCTS, SERVICES & INNOVATION",supply,1,0
