external_id,title,company,country,domain_tag,confidence,method,evidence
232979,SOFTWARE QA & TEST AUTOMATION ENGINEER (M/F) (H/F),FORSK,ETATS-UNIS,engineering,0.9,rules,"[""devops""]"
242397,SW PRODUCT ASSURANCE (H/F),PRODUCT DEVELOPMENT EMPLOYENEURSHIP,ITALIE,engineering,1.0,rules,"[""software"", ""automation""]"
238284,Site Reliability Engineer (SRE) – Batch Operations (H/F),ASF ACT DIGITAL,PORTUGAL,engineering,0.9,rules,"[""devops""]"
242259,Software Developer - Capital Markets & Banking (Java / .NET / Angular) (H/F),MERITIS,PORTUGAL,engineering,0.9,rules,"[""software engineer""]"
242257,Software Engineer (H/F),ALTEN,PAYS-BAS,engineering,0.9,rules,"[""software engineer""]"
237571,Software Engineer C++ (H/F),ALTEN,PAYS-BAS,engineering,0.9,rules,"[""software engineer""]"
230524,Software Quality & Automation Engineer (H/F),HELLO POMELO,ESPAGNE,engineering,0.9,rules,"[""devops""]"
237776,Software engineer (M/F) (H/F),ALTEN,PAYS-BAS,engineering,0.9,rules,"[""software engineer""]"
233057,TALENT RECRUITER (H/F),JEMS,BELGIQUE,engineering,0.9,rules,"[""devops""]"
242304,Test Automation Engineer (H/F),WITBE,ETATS-UNIS,engineering,0.9,rules,"[""backend developer""]"
238401,Training Product Deployment Support Digital and Project Manager (H/F),AIRBUS,INDE,engineering,0.9,rules,"[""software engineer""]"
238370,V.I.E - Research Engineer - Steel/Refractory Interaction (H/F),VESUVIUS EUROPE,BELGIQUE,engineering,1.0,rules,"[""engineer""]"
238005,ACCOUNTANT IN AN INTERNATIONAL ENVIRONMENT M/F (H/F),BAXTER S.A.S,BELGIQUE,finance,0.9,rules,"[""accounting""]"
237799,ANALYSTE FINANCIER ENERGIE (H/F),TELCO OI,MADAGASCAR,finance,0.9,rules,"[""controle de gestion""]"
238368,ASSISTANT COMPTABILITE ET CONTROLE DE GESTION F/H (H/F),EIFFAGE INTERNATIONAL,PEROU,finance,0.9,rules,"[""controle de gestion""]"
242335,ASSISTANT COMPTABILITE F/H (H/F) BODEN (SUEDE),EIFFAGE INTERNATIONAL,SUEDE,finance,0.9,rules,"[""comptabilite""]"
242337,ASSISTANT CONTROLE DE GESTION (H/F) BODEN (SUEDE),EIFFAGE INTERNATIONAL,SUEDE,finance,0.9,rules,"[""controle de gestion""]"
242486,Accountant and credit management assistant (H/F),AVIONS TRANSPORT REGIONAL,ETATS-UNIS,finance,0.9,rules,"[""comptabilite""]"
242104,Analyste Financier FP&A Junior (H/F),LALLEMAND,CANADA,finance,0.9,rules,"[""controle""]"
238164,Analyste crédits professionnels de l'Immobilier (H/F),BANQUE FEDERATIVE DU CREDIT MUTUEL,ALLEMAGNE,finance,0.9,rules,"[""controle""]"
242119,Analyste support tarification et reporting du marché secondaire (H/F),CNH INDUSTRIAL FRANCE,ITALIE,finance,0.9,rules,"[""controle""]"
236446,Assistant Finance et Administration (H/F),EFE INTERNATIONAL,AUTRICHE,finance,0.9,rules,"[""controle de gestion""]"
232829,BIM MODELEUR STRUCTURES - (H/F),EXTIA,BELGIQUE,finance,0.9,rules,"[""controle""]"
240125,BUSINESS CONTROLLER (H/F),KLEPIERRE MANAGEMENT,DANEMARK,finance,0.9,rules,"[""business controller""]"
236095,Business Controller & Analyst (H/F),ALTEN,BELGIQUE,finance,0.9,rules,"[""business controller""]"
238355,Business Finance Analyst and Controller (H/F),AIRBUS HELICOPTERS,JAPON,finance,0.9,rules,"[""controller""]"
242149,CHARGE GESTION ADMISTRATIVE ET FINANCIERE (H/F),WIRE GROUP,CONGO,finance,0.9,rules,"[""controle de gestion""]"
231674,CONSULTANT INGENIEUR AUTOMATICIEN H/F (H/F),EFE INTERNATIONAL,ESPAGNE,finance,0.9,rules,"[""controle""]"
238391,CONSULTANT SAP (H/F),CONSEILS PLUS,ESPAGNE,finance,0.9,rules,"[""comptabilite""]"
242103,CONTROLEUR DE GESTION (H/F),ALTIOS FRANCE,POLOGNE,finance,0.9,rules,"[""controle de gestion""]"
237810,CONTROLEUR DE GESTION (H/F),FRIEDLANDER,GUYANA,finance,0.9,rules,"[""controle de gestion""]"
242541,CONTROLEUR DE GESTION (H/F) - BELGIQUE,TOTALENERGIES RAFFINAGE CHIMIE,BELGIQUE,finance,0.9,rules,"[""controleur de gestion""]"
238304,CONTROLEUR DE GESTION - ITALIE (H/F),RCI BANQUE,ITALIE,finance,0.9,rules,"[""controleur de gestion""]"
237233,Chargé de missions productions maraichère et fruitière (H/F),UNION BANANIERE AFRICAINE,SENEGAL,finance,0.9,rules,"[""controle""]"
238263,Chargé de qualité (H/F),FAURECIA INTERIORS HOLDING,TCHEQUIE / REPUBLIQUE TCHEQUE,finance,0.9,rules,"[""controle""]"
242218,Chargé(e) Back Office - Corporate Actions (H/F),ARKEA PROCAPITAL SERVICES,BELGIQUE,finance,0.9,rules,"[""controle""]"
242559,Chargé(e) de mission Contrôle Interne (H/F),TOTALENERGIES RAFFINAGE CHIMIE,BELGIQUE,finance,0.9,rules,"[""controle""]"
242426,Chargé(e) de mission auprès du magistrat de liaison en Espagne (H/F),MINISTERE DE LA JUSTICE,ESPAGNE,finance,0.9,rules,"[""controle""]"
240138,Chief of staff to the CEO - French African Start up (H/F),OPTIMETRIKS,KENYA,finance,0.9,rules,"[""accounting""]"
240111,Commodity Buyer (H/F),RENAULT TRUCKS,AUSTRALIE,finance,0.9,rules,"[""controle""]"
