offer_uid,diff_type
ft_200GWGM,DELETED
ft_200GWFJ,DELETED
ft_200JPQT,DELETED
ft_200JTKN,DELETED
ft_200JJSV,DELETED
ft_200JJGP,DELETED
ft_200GYFX,DELETED
ft_200JHYW,DELETED
ft_200HHFC,DELETED
ft_200JKMD,DELETED
ft_200HFNW,DELETED
ft_200JQMC,DELETED
ft_200HCNC,DELETED
ft_200JRTY,DELETED
ft_200JNTT,DELETED
ft_200GYVT,DELETED
ft_200JNGD,DELETED
ft_200JNXL,DELETED
ft_200JNBC,DELETED
ft_200GXGR,DELETED
ft_200JJMS,DELETED
ft_200JKNG,DELETED
ft_200GVVB,DELETED
ft_200GZCR,DELETED
ft_200GRGH,DELETED
ft_200JQCD,DELETED
ft_200HFFD,DELETED
ft_200JQBB,DELETED
ft_200JHZJ,DELETED
ft_200GZZX,DELETED
ft_200GXHQ,DELETED
ft_200GVYZ,DELETED
ft_200GYCK,DELETED
ft_200GVQD,DELETED
ft_200GVPC,DELETED
ft_200HCXR,DELETED
ft_200GVJS,DELETED
ft_200JQVB,DELETED
ft_200HHJV,DELETED
ft_200HFKW,DELETED
ft_200GVNQ,DELETED
ft_200GXYQ,DELETED
ft_200JNQT,DELETED
ft_200JTVK,DELETED
ft_200JTJB,DELETED
ft_200HGNZ,DELETED
ft_200HDZL,DELETED
ft_200JTBR,DELETED
ft_200GZJK,DELETED
ft_200GVTT,DELETED
ft_200GWMB,DELETED
ft_200JPJT,DELETED
ft_200JNZZ,DELETED
ft_200JRQQ,DELETED
ft_200JMCZ,DELETED
ft_200JTQC,DELETED
ft_200GZRX,DELETED
ft_200JMGL,DELETED
ft_200GXYV,DELETED
ft_200JMHW,DELETED
ft_200JRMH,DELETED
ft_200JSWG,DELETED
ft_200HGFH,DELETED
ft_200JLYN,DELETED
ft_200JTWB,DELETED
ft_200HFRC,DELETED
ft_200JJBR,DELETED
ft_200JJRH,DELETED
ft_200GWBZ,DELETED
ft_200GYFN,DELETED
ft_200JPWS,DELETED
ft_200JRTV,DELETED
ft_200GXST,DELETED
ft_200GWNW,DELETED
ft_200JHWC,DELETED
ft_200GRGQ,DELETED
ft_200JSQJ,DELETED
ft_200GRMF,DELETED
ft_200JJZY,DELETED
ft_200JKZF,DELETED
ft_200JNCP,DELETED
ft_200JJLX,DELETED
ft_200GXSY,DELETED
ft_200JPZH,DELETED
ft_200JMHT,DELETED
ft_200HFQR,DELETED
ft_200GVHV,DELETED
ft_200JTSB,DELETED
ft_200HGRQ,DELETED
ft_200HBWY,DELETED
ft_200GQZN,DELETED
ft_200JSPT,DELETED
ft_200JKTF,DELETED
ft_200JRJQ,DELETED
ft_200GYPK,DELETED
ft_200JJCH,DELETED
ft_200GYNK,DELETED
ft_200JVNJ,DELETED
ft_200HFYP,DELETED
ft_200JTRR,DELETED
ft_200JTGQ,DELETED
ft_200JKJS,DELETED
ft_200JLRL,DELETED
ft_200JTXY,DELETED
ft_200JNSX,DELETED
ft_200GRMJ,DELETED
ft_200HCDP,DELETED
ft_200GRFN,DELETED
ft_200HFWQ,DELETED
ft_200HBVY,DELETED
ft_200GXBG,DELETED
ft_200HGMM,DELETED
ft_200GXZV,DELETED
ft_200JKXR,DELETED
ft_200GXNZ,DELETED
ft_200GZHD,DELETED
ft_200GXPP,DELETED
ft_200JQQJ,DELETED
ft_200HFPH,DELETED
ft_200JTDV,DELETED
ft_200GYNN,DELETED
ft_200JRKY,DELETED
ft_200JNXM,DELETED
ft_200JNBQ,DELETED
ft_200JNVJ,DELETED
ft_200GVJN,DELETED
ft_200JKTM,DELETED
ft_200GWSM,DELETED
ft_200HBCG,DELETED
ft_200JSPW,DELETED
ft_200HCPR,DELETED
ft_200GXBW,DELETED
ft_200JVPT,DELETED
ft_200JHWY,DELETED
ft_200JMKJ,DELETED
ft_200HGPG,DELETED
ft_200HHFJ,DELETED
ft_200HDGF,DELETED
ft_200JJTW,DELETED
ft_200GWTW,DELETED
ft_200JSQQ,DELETED
ft_200GXSW,DELETED
ft_200JVGC,DELETED
ft_200GWQW,DELETED
ft_200GVGF,DELETED
ft_200JKBX,DELETED
ft_200JPLQ,DELETED
ft_200JRVH,DELETED
ft_200JNWZ,DELETED
ft_200GXVN,DELETED
ft_200GVKJ,DELETED
ft_200JJMV,DELETED
ft_200JRHQ,DELETED
ft_200JMNN,DELETED
ft_200JRDY,DELETED
ft_200GZJG,DELETED
ft_200GRCM,DELETED
ft_200GWGJ,DELETED
ft_200GYNZ,DELETED
ft_200HCGN,DELETED
ft_200HFZV,DELETED
ft_200GRDJ,DELETED
ft_200JMHS,DELETED
ft_200JQST,DELETED
ft_200GWFV,DELETED
ft_200HFTX,DELETED
ft_200GZTV,DELETED
ft_200JKPB,DELETED
ft_200JSPG,DELETED
ft_200GZRN,DELETED
ft_200JVDP,DELETED
ft_200GVJV,DELETED
ft_200GZKJ,DELETED
ft_200JMVF,DELETED
ft_200GWYJ,DELETED
ft_200GZBN,DELETED
ft_200JNHV,DELETED
ft_200GXWN,DELETED
ft_200JLPZ,DELETED
ft_200JKDP,DELETED
ft_200JQVY,DELETED
ft_200HBMX,DELETED
ft_200JRKP,DELETED
ft_200HFKL,DELETED
ft_200JSDX,DELETED
ft_200HFLC,DELETED
ft_200HBSN,DELETED
ft_200GXXR,DELETED
ft_200JQCK,DELETED
ft_200JTMT,DELETED
ft_200JLMY,DELETED
ft_200JNPR,DELETED
ft_200JRKB,DELETED
ft_200HCSS,DELETED
ft_200GYLM,DELETED
ft_200JNQX,DELETED
ft_200JKCC,DELETED
ft_200JPCL,DELETED
ft_200GYBC,DELETED
ft_200JJMW,DELETED
ft_200GYGY,DELETED
ft_200HGMB,DELETED
ft_200JNGQ,DELETED
ft_200JMCJ,DELETED
ft_200GVZM,DELETED
ft_200JLYR,DELETED
ft_200JNFR,DELETED
ft_200JVBY,DELETED
ft_200HCWW,DELETED
ft_200HCJY,DELETED
ft_200GZWN,DELETED
ft_200JJVZ,DELETED
ft_200HBVP,DELETED
ft_200JLDQ,DELETED
ft_200JMBV,DELETED
ft_200GRDH,DELETED
ft_200JPPY,DELETED
ft_200GVKB,DELETED
ft_200JNRY,DELETED
ft_200GXCJ,DELETED
ft_200JSHL,DELETED
ft_200GWNY,DELETED
ft_200GZZD,DELETED
ft_200HCLJ,DELETED
ft_200JKCW,DELETED
ft_200JPTJ,DELETED
ft_200HHBR,DELETED
ft_200GWDJ,DELETED
ft_200HFDT,DELETED
ft_200GXYY,DELETED
ft_200GRDY,DELETED
ft_200JPGW,DELETED
ft_200HCSQ,DELETED
ft_200GZWS,DELETED
ft_200JPMK,DELETED
ft_200JKKS,DELETED
ft_200GXCG,DELETED
ft_200GVTX,DELETED
ft_200JNVX,DELETED
ft_200JNNH,DELETED
ft_200JLTY,DELETED
ft_200HCFQ,DELETED
ft_200JLBZ,DELETED
ft_200JNRT,DELETED
ft_200JJPX,DELETED
ft_200HFHC,DELETED
ft_200GXDY,DELETED
ft_200HHFF,DELETED
ft_200HGYM,DELETED
ft_200HDZN,DELETED
ft_200GYLC,DELETED
ft_200GVHD,DELETED
ft_200JLKL,DELETED
ft_200JPRT,DELETED
ft_200JVBS,DELETED
ft_200JMRN,DELETED
ft_200HBZH,DELETED
ft_200GYXL,DELETED
ft_200GVPJ,DELETED
ft_200JNVF,DELETED
ft_200GZPY,DELETED
ft_200GRJP,DELETED
ft_200JPZR,DELETED
ft_200JNZR,DELETED
ft_200JTZG,DELETED
ft_200GVMD,DELETED
ft_200JVDM,DELETED
ft_200GWWS,DELETED
ft_200JJKF,DELETED
ft_200GYDT,DELETED
ft_200GYLY,DELETED
ft_200HGDC,DELETED
ft_200GVVT,DELETED
ft_200JLZJ,DELETED
ft_200JSQN,DELETED
ft_200JJBG,DELETED
ft_200JLXM,DELETED
ft_200GVHB,DELETED
ft_200JQLV,DELETED
ft_200HCXN,DELETED
ft_200JTHZ,DELETED
ft_200JJJC,DELETED
ft_200GXBX,DELETED
ft_200JQYW,DELETED
ft_200JSMW,DELETED
ft_200JQFG,DELETED
ft_200JRCG,DELETED
ft_200JHZV,DELETED
ft_200JTLK,DELETED
ft_200JRZJ,DELETED
ft_200JQSD,DELETED
ft_200HCBD,DELETED
ft_200GRFH,DELETED
ft_200JLXR,DELETED
ft_200HDPJ,DELETED
ft_200JLQH,DELETED
ft_200JSNC,DELETED
ft_200JQWM,DELETED
ft_200JQDV,DELETED
ft_200GWSC,DELETED
ft_200GRGF,DELETED
ft_200JPMJ,DELETED
ft_200JSTS,DELETED
ft_200GXBB,DELETED
ft_200HFCK,DELETED
ft_200JVSD,DELETED
ft_200GZZJ,DELETED
ft_200JMHL,DELETED
ft_200JNFC,DELETED
ft_200JJSL,DELETED
ft_200JMLR,DELETED
ft_200JMYT,DELETED
ft_200GRBV,DELETED
ft_200HBKQ,DELETED
ft_200HGHD,DELETED
ft_200JPSY,DELETED
ft_200JKXN,DELETED
ft_200JNJY,DELETED
ft_200JPYM,DELETED
ft_200GXSP,DELETED
ft_200GVSC,DELETED
ft_200JNZK,DELETED
ft_200HDHD,DELETED
ft_200JTLG,DELETED
ft_200JSTJ,DELETED
ft_200JJYV,DELETED
ft_200JVNP,DELETED
ft_200GXCZ,DELETED
ft_200HBXL,DELETED
ft_200HCCC,DELETED
ft_200HGPZ,DELETED
ft_200HGPW,DELETED
ft_200GWZG,DELETED
ft_200JTYP,DELETED
ft_200GZWF,DELETED
ft_200HDKW,DELETED
ft_200HBGY,DELETED
ft_200HFGF,DELETED
ft_200JPKX,DELETED
ft_200HGHV,DELETED
ft_200JLLH,DELETED
ft_200HFSV,DELETED
ft_200JSLQ,DELETED
ft_200JMJB,DELETED
ft_200GXLL,DELETED
ft_200GVVW,DELETED
ft_200HBGL,DELETED
ft_200JVHQ,DELETED
ft_200HBXT,DELETED
ft_200JNLT,DELETED
ft_200HGFB,DELETED
ft_200JKKQ,DELETED
ft_200JJJR,DELETED
ft_200JQKM,DELETED
ft_200JJLV,DELETED
ft_200HDZD,DELETED
ft_200GWML,DELETED
ft_200JPRR,DELETED
ft_200HFYF,DELETED
ft_200GYSN,DELETED
ft_200GVTZ,DELETED
ft_200GWJP,DELETED
ft_200JLFD,DELETED
ft_200GVGW,DELETED
ft_200GYCW,DELETED
ft_200JLTW,DELETED
ft_200GZZW,DELETED
ft_200JRRS,DELETED
ft_200HCCL,DELETED
ft_200HDHC,DELETED
ft_200JRFF,DELETED
ft_200GZMM,DELETED
ft_200GXXT,DELETED
ft_200GWWW,DELETED
ft_200GZWT,DELETED
ft_200JLPF,DELETED
ft_200JVFL,DELETED
ft_200HGJM,DELETED
ft_200JVBJ,DELETED
ft_200JQRY,DELETED
ft_200JJSW,DELETED
ft_200HGFJ,DELETED
ft_200JHZW,DELETED
ft_200HGGM,DELETED
ft_200HBXX,DELETED
ft_200JNQW,DELETED
ft_200HFPM,DELETED
ft_200GWMX,DELETED
ft_200JRDB,DELETED
ft_200HFBS,DELETED
ft_200JNNR,DELETED
ft_200JHSJ,DELETED
ft_200JVND,DELETED
ft_200JRHJ,DELETED
ft_200HHDZ,DELETED
ft_200JSHV,DELETED
ft_200JMLJ,DELETED
ft_200GWQZ,DELETED
ft_200HDXS,DELETED
ft_200GZPJ,DELETED
ft_200JRLX,DELETED
ft_200JTSQ,DELETED
ft_200JJXV,DELETED
ft_200JMBW,DELETED
ft_200JHXQ,DELETED
ft_200HCWD,DELETED
ft_200GXCF,DELETED
ft_200HBKJ,DELETED
ft_200HGQZ,DELETED
ft_200JTZQ,DELETED
ft_200HCHG,DELETED
ft_200JTYD,DELETED
ft_200JNNW,DELETED
ft_200HHDJ,DELETED
ft_200HGQQ,DELETED
ft_200GWWG,DELETED
ft_200HFNC,DELETED
ft_200JQTF,DELETED
ft_200JNZB,DELETED
ft_200GYQH,DELETED
ft_200GZSK,DELETED
ft_200GXQN,DELETED
ft_200GYTD,DELETED
ft_200JPNT,DELETED
ft_200GZGV,DELETED
ft_200JNCV,DELETED
ft_200GXRL,DELETED
ft_200JLXV,DELETED
ft_200HDDY,DELETED
ft_200GRJZ,DELETED
ft_200HCLW,DELETED
ft_200JLLB,DELETED
ft_200HGJW,DELETED
ft_200HBTK,DELETED
ft_200GRJQ,DELETED
ft_200HDBL,DELETED
ft_200JRBD,DELETED
ft_200JMRX,DELETED
ft_200JJZK,DELETED
ft_200JSBM,DELETED
ft_200HBQF,DELETED
ft_200JQWJ,DELETED
ft_200JMCL,DELETED
ft_200JQPB,DELETED
ft_200JHVG,DELETED
ft_200JKMQ,DELETED
ft_200HDNH,DELETED
ft_200JNWK,DELETED
ft_200HBTH,DELETED
ft_200JPHC,DELETED
ft_200JVCP,DELETED
ft_200HGWX,DELETED
ft_200JNZM,DELETED
ft_200HGNC,DELETED
ft_200JKJX,DELETED
ft_200JPDW,DELETED
ft_200GXGP,DELETED
ft_200JPMM,DELETED
ft_200JNDN,DELETED
ft_200GWZS,DELETED
ft_200GYKD,DELETED
ft_200JJXQ,DELETED
ft_200JRLF,DELETED
ft_200JSYP,DELETED
ft_200HGXW,DELETED
ft_200HBJZ,DELETED
ft_200JPJY,DELETED
ft_200GYTZ,DELETED
ft_200GWXB,DELETED
ft_200JKXG,DELETED
ft_200JMCT,DELETED
ft_200JQTC,DELETED
ft_200GVPN,DELETED
ft_200GWWY,DELETED
ft_200GZDG,DELETED
ft_200GRFS,DELETED
ft_200GYRZ,DELETED
ft_200GWGC,DELETED
ft_200HGDG,DELETED
ft_200HFGR,DELETED
ft_200JRPQ,DELETED
ft_200GVJH,DELETED
ft_200JTGW,DELETED
ft_200JNJK,DELETED
ft_200JNXP,DELETED
ft_200GYRG,DELETED
ft_200GRHX,DELETED
ft_200GXKX,DELETED
ft_200JRFZ,DELETED
ft_200HDSJ,DELETED
ft_200JRPT,DELETED
ft_200JNDB,DELETED
ft_200JQVT,DELETED
ft_200HHDS,DELETED
ft_200JLSH,DELETED
ft_200GZKF,DELETED
ft_200GXHZ,DELETED
ft_200JPDD,DELETED
ft_200JKFN,DELETED
ft_200GWXV,DELETED
ft_200HCWK,DELETED
ft_200JKKR,DELETED
ft_200JSYY,DELETED
ft_200JJZR,DELETED
ft_200JJXN,DELETED
ft_200HGCQ,DELETED
ft_200JLYL,DELETED
ft_200JSSF,DELETED
ft_200JSXJ,DELETED
ft_200GWVP,DELETED
ft_200GRFQ,DELETED
ft_200GZWR,DELETED
ft_200JSBK,DELETED
ft_200JHYH,DELETED
ft_200JNFY,DELETED
ft_200JPSH,DELETED
ft_200JJQX,DELETED
ft_200JLNX,DELETED
ft_200JRJK,DELETED
ft_200GVRG,DELETED
ft_200GYDY,DELETED
ft_200JPJL,DELETED
ft_200GWJX,DELETED
ft_200JSBQ,DELETED
ft_200HBHV,DELETED
ft_200HFSG,DELETED
ft_200GXJS,DELETED
ft_200GVQL,DELETED
ft_200HCNG,DELETED
ft_200GYJM,DELETED
ft_200GWBD,DELETED
ft_200GVLH,DELETED
ft_200GYKY,DELETED
ft_200HDFZ,DELETED
ft_200JPYC,DELETED
ft_200JRHY,DELETED
ft_200HDVR,DELETED
ft_200HHBL,DELETED
ft_200JNRS,DELETED
ft_200GVKX,DELETED
ft_200JRNW,DELETED
ft_200JHYL,DELETED
ft_200JPMD,DELETED
ft_200GYJL,DELETED
ft_200HFGS,DELETED
ft_200JRPX,DELETED
ft_200JSVG,DELETED
ft_200JJRY,DELETED
ft_200HCKC,DELETED
ft_200JPDQ,DELETED
ft_200GVQV,DELETED
ft_200JJRJ,DELETED
ft_200GXJM,DELETED
ft_200JPJZ,DELETED
ft_200JQPD,DELETED
ft_200JSNW,DELETED
ft_200HGBV,DELETED
ft_200JTVS,DELETED
ft_200GXSB,DELETED
ft_200JJVK,DELETED
ft_200JSKC,DELETED
ft_200HCSR,DELETED
ft_200GVGZ,DELETED
ft_200HDMH,DELETED
ft_200HFHK,DELETED
ft_200JPZD,DELETED
ft_200GVWJ,DELETED
ft_200JKFK,DELETED
ft_200GYCP,DELETED
ft_200HGFP,DELETED
ft_200HCST,DELETED
ft_200JQJT,DELETED
ft_200HFGN,DELETED
ft_200JNGG,DELETED
ft_200JNRZ,DELETED
ft_200GXJL,DELETED
ft_200JQXH,DELETED
ft_200HFGZ,DELETED
ft_200JPBJ,DELETED
ft_200JKVF,DELETED
ft_200GYTW,DELETED
ft_200JVMZ,DELETED
ft_200JLCQ,DELETED
ft_200JNHL,DELETED
ft_200GVVX,DELETED
ft_200GWFQ,DELETED
ft_200HGNM,DELETED
ft_200GXVJ,DELETED
ft_200HGCG,DELETED
ft_200GWNC,DELETED
ft_200GVZV,DELETED
ft_200JTYG,DELETED
ft_200JVBG,DELETED
ft_200HDGW,DELETED
ft_200JNNV,DELETED
ft_200JLFT,DELETED
ft_200JJWR,DELETED
ft_200GRFL,DELETED
ft_200JPKN,DELETED
ft_200HBMS,DELETED
ft_200JTVD,DELETED
ft_200JHYC,DELETED
ft_200GYJR,DELETED
ft_200JMWM,DELETED
ft_200HHFZ,DELETED
ft_200GZFT,DELETED
ft_200JPCK,DELETED
ft_200GXBN,DELETED
ft_200GXQR,DELETED
ft_200JSWY,DELETED
ft_200JNHZ,DELETED
ft_200GXQH,DELETED
ft_200GZSG,DELETED
ft_200HDBM,DELETED
ft_200HBND,DELETED
ft_200JLQT,DELETED
ft_200GWQD,DELETED
ft_200HCPY,DELETED
ft_200HDQM,DELETED
ft_200JVNN,DELETED
ft_200JMDV,DELETED
ft_200JKDD,DELETED
ft_200JHVW,DELETED
ft_200JRCW,DELETED
ft_200JRVD,DELETED
ft_200JRKF,DELETED
ft_200HDWB,DELETED
ft_200JKBW,DELETED
ft_200HFXN,DELETED
ft_200GWDR,DELETED
ft_200JTLR,DELETED
ft_200GZGY,DELETED
ft_200HDNL,DELETED
ft_200GWSP,DELETED
ft_200JLPQ,DELETED
ft_200JRFK,DELETED
ft_200JPJP,DELETED
ft_200HGBQ,DELETED
ft_200GZGM,DELETED
ft_200JHTL,DELETED
ft_200JPKT,DELETED
ft_200JSGW,DELETED
ft_200JQMJ,DELETED
ft_200HBDX,DELETED
ft_200GYCV,DELETED
ft_200GZCG,DELETED
ft_200GRBS,DELETED
ft_200HGPH,DELETED
ft_200JVPG,DELETED
ft_200JQTT,DELETED
ft_200GZKX,DELETED
ft_200HCTG,DELETED
ft_200JJLY,DELETED
ft_200JNTM,DELETED
ft_200JKWX,DELETED
ft_200GYTJ,DELETED
ft_200HCNZ,DELETED
ft_200JKCJ,DELETED
ft_200GVND,DELETED
ft_200JLYJ,DELETED
ft_200JQJW,DELETED
ft_200HCGB,DELETED
ft_200GWWC,DELETED
ft_200JPQN,DELETED
ft_200GXJK,DELETED
ft_200JVSF,DELETED
ft_200GVRZ,DELETED
ft_200JRGY,DELETED
ft_200HCQL,DELETED
ft_200GWQS,DELETED
ft_200HCKW,DELETED
ft_200HBRS,DELETED
ft_200GZFV,DELETED
ft_200GYSK,DELETED
ft_200GVNG,DELETED
ft_200HBRK,DELETED
ft_200JMDN,DELETED
ft_200JKHR,DELETED
ft_200GWGH,DELETED
ft_200HGSM,DELETED
ft_200GRFY,DELETED
ft_200HGGR,DELETED
ft_200GWHG,DELETED
ft_200HBXZ,DELETED
ft_200HDLB,DELETED
ft_200HDPV,DELETED
ft_200GVZG,DELETED
ft_200GXSS,DELETED
ft_200JLXD,DELETED
ft_200JTNL,DELETED
ft_200JRTM,DELETED
ft_200JRYP,DELETED
ft_200HCWJ,DELETED
ft_200HCXB,DELETED
ft_200HFRG,DELETED
ft_200JPMX,DELETED
ft_200JRLC,DELETED
ft_200JMQX,DELETED
ft_200GVTC,DELETED
ft_200HDPZ,DELETED
ft_200HCJB,DELETED
ft_200JMNH,DELETED
ft_200GZFB,DELETED
ft_200GZXJ,DELETED
ft_200JQGZ,DELETED
ft_200GWLH,DELETED
ft_200HCND,DELETED
ft_200JKDZ,DELETED
ft_200JPVN,DELETED
ft_200GYVH,DELETED
ft_200GRBF,DELETED
ft_200JTCW,DELETED
ft_200GZHF,DELETED
ft_200HFBH,DELETED
ft_200JVFJ,DELETED
ft_200JJKQ,DELETED
ft_200JTFN,DELETED
ft_200JVLW,DELETED
ft_200GZVJ,DELETED
ft_200JTYY,DELETED
ft_200JKZB,DELETED
ft_200HGNY,DELETED
ft_200JRGM,DELETED
ft_200HFSF,DELETED
ft_200JLTT,DELETED
ft_200JRGF,DELETED
ft_200JNTR,DELETED
ft_200JNMZ,DELETED
ft_200HBHT,DELETED
ft_200JKNH,DELETED
ft_200HFVL,DELETED
ft_200JTWN,DELETED
ft_200GZBK,DELETED
ft_200HDQC,DELETED
ft_200JMCP,DELETED
ft_200JQPS,DELETED
ft_200GYNH,DELETED
ft_200GVWQ,DELETED
ft_200HGTF,DELETED
ft_200GWHS,DELETED
ft_200JRQR,DELETED
ft_200HGBT,DELETED
ft_200JVBN,DELETED
ft_200JLXL,DELETED
ft_200GWMQ,DELETED
ft_200JSWP,DELETED
ft_200HCWR,DELETED
ft_200HCDD,DELETED
ft_200HBBP,DELETED
ft_200JPGX,DELETED
ft_200HDBG,DELETED
ft_200HBWD,DELETED
ft_200GZDM,DELETED
ft_200JJPR,DELETED
ft_200GZWJ,DELETED
ft_200JRTX,DELETED
ft_200JSGV,DELETED
ft_200JQPW,DELETED
ft_200HBXK,DELETED
ft_200JQVP,DELETED
ft_200GWTD,DELETED
ft_200JLZM,DELETED
ft_200HFFN,DELETED
ft_200JQJJ,DELETED
ft_200HBWR,DELETED
ft_200GXCQ,DELETED
ft_200HCSJ,DELETED
ft_200JLZT,DELETED
ft_200JTPW,DELETED
ft_200HCSW,DELETED
ft_200GWRW,DELETED
ft_200JQZC,DELETED
ft_200JJBJ,DELETED
ft_200GRDL,DELETED
ft_200HDHR,DELETED
ft_200HBZC,DELETED
ft_200JHRV,DELETED
ft_200GXPQ,DELETED
ft_200GWTV,DELETED
ft_200JNCC,DELETED
ft_200HFHR,DELETED
ft_200JMGQ,DELETED
ft_200JPRS,DELETED
ft_200HBCD,DELETED
ft_200HBPN,DELETED
ft_200HHGT,DELETED
ft_200HFKQ,DELETED
ft_200HDGQ,DELETED
ft_200HBPT,DELETED
ft_200HCLM,DELETED
ft_200GZYG,DELETED
ft_200HGJP,DELETED
ft_200HGQL,DELETED
ft_200HCVN,DELETED
ft_200HGDP,DELETED
ft_200JVCD,DELETED
ft_200JKSL,DELETED
ft_200GXXH,DELETED
ft_200GYCX,DELETED
ft_200JQWC,DELETED
ft_200JQHJ,DELETED
ft_200GVKH,DELETED
ft_200JTTJ,DELETED
ft_200JQBZ,DELETED
ft_200HBKX,DELETED
ft_200JMBL,DELETED
ft_200JPZW,DELETED
ft_200JLYY,DELETED
ft_200JNTC,DELETED
ft_200JRTB,DELETED
ft_200JLQQ,DELETED
ft_200HCTQ,DELETED
ft_200HBZX,DELETED
ft_200JKWP,DELETED
ft_200GVXF,DELETED
ft_200HHHN,DELETED
ft_200GRKX,DELETED
ft_200JLVP,DELETED
ft_200HHCY,DELETED
ft_200JTMJ,DELETED
ft_200JVFR,DELETED
ft_200JVKK,DELETED
ft_200JLYF,DELETED
ft_200HGNB,DELETED
ft_200JSFJ,DELETED
ft_200HDJB,DELETED
ft_200GYBM,DELETED
ft_200GVXP,DELETED
ft_200JSMQ,DELETED
ft_200JRZN,DELETED
ft_200HGYL,DELETED
ft_200JSPK,DELETED
ft_200JQTZ,DELETED
ft_200JHXM,DELETED
ft_200JQYV,DELETED
ft_200JJLT,DELETED
ft_200JKWJ,DELETED
ft_200JTYF,DELETED
ft_200HFCT,DELETED
ft_200HCDR,DELETED
ft_200HFTR,DELETED
ft_200JQGY,DELETED
ft_200HGST,DELETED
ft_200JLYT,DELETED
ft_200JPSM,DELETED
ft_200JQXT,DELETED
ft_200JVCV,DELETED
ft_200HDQN,DELETED
ft_200GVQN,DELETED
ft_200GYHS,DELETED
ft_200GZWV,DELETED
ft_200JJBN,DELETED
ft_200HFSW,DELETED
ft_200JMVS,DELETED
ft_200GWCN,DELETED
ft_200JKSH,DELETED
ft_200JSNQ,DELETED
ft_200GYMN,DELETED
ft_200JNCS,DELETED
ft_200JVRD,DELETED
ft_200JNKH,DELETED
ft_200GYFD,DELETED
ft_200HFFF,DELETED
ft_200JJBF,DELETED
ft_200HBRX,DELETED
ft_200JSGM,DELETED
ft_200HGPR,DELETED
ft_200JSXF,DELETED
ft_200JRNR,DELETED
ft_200JRRL,DELETED
ft_200JRQJ,DELETED
ft_200JMDW,DELETED
ft_200JKMK,DELETED
ft_200HGLG,DELETED
ft_200JHXT,DELETED
ft_200HDFY,DELETED
ft_200GYMH,DELETED
ft_200HHDG,DELETED
ft_200JNGZ,DELETED
ft_200JRTC,DELETED
ft_200JKRK,DELETED
ft_200GWBF,DELETED
ft_200HBVJ,DELETED
ft_200GXZQ,DELETED
ft_200HDZW,DELETED
ft_200JSZK,DELETED
ft_200HBCZ,DELETED
ft_200HFFZ,DELETED
ft_200HHBK,DELETED
ft_200JSTL,DELETED
ft_200GYXN,DELETED
ft_200JRMQ,DELETED
ft_200JTKK,DELETED
ft_200JPYD,DELETED
ft_200JSMZ,DELETED
ft_200GZDV,DELETED
ft_200HBZV,DELETED
ft_200JJNF,DELETED
ft_200JJYQ,DELETED
ft_200JVMF,DELETED
ft_200GWRS,DELETED
ft_200GVGX,DELETED
ft_200JHZG,DELETED
ft_200JRLY,DELETED
ft_200JNGT,DELETED
ft_200JSXM,DELETED
ft_200JNBT,DELETED
ft_200JVLM,DELETED
ft_200JSWZ,DELETED
ft_200JQZM,DELETED
ft_200HBJR,DELETED
ft_200JJRV,DELETED
ft_200HFXJ,DELETED
ft_200JMST,DELETED
ft_200GWGN,DELETED
ft_200GWDP,DELETED
ft_200HFYD,DELETED
ft_200JTFS,DELETED
ft_200GVLW,DELETED
ft_200JNGY,DELETED
ft_200GXZZ,DELETED
ft_200JVSM,DELETED
ft_200JLJQ,DELETED
ft_200GRMB,DELETED
ft_200JJSM,DELETED
ft_200HBSX,DELETED
ft_200GVVQ,DELETED
ft_200JTCB,DELETED
ft_200HBGP,DELETED
ft_200JKTQ,DELETED
ft_200JSVX,DELETED
ft_200GVZW,DELETED
ft_200JSGR,DELETED
ft_200JJCN,DELETED
ft_200HDDL,DELETED
ft_200JPXS,DELETED
ft_200HGWS,DELETED
ft_200HBGQ,DELETED
ft_200JJVS,DELETED
ft_200JMFC,DELETED
ft_200JTCN,DELETED
ft_200HCFS,DELETED
ft_200HCRX,DELETED
ft_200JRTH,DELETED
ft_200JSFS,DELETED
ft_200JQLZ,DELETED
ft_200HFDG,DELETED
ft_200JNBW,DELETED
ft_200JKDF,DELETED
ft_200JJNW,DELETED
ft_200GVGC,DELETED
ft_200JQCY,DELETED
ft_200HGWT,DELETED
ft_200JSSD,DELETED
ft_200GYCM,DELETED
ft_200HFGD,DELETED
ft_200JKSP,DELETED
ft_200HGFT,DELETED
ft_200GXBD,DELETED
ft_200JSNK,DELETED
ft_200JPXD,DELETED
ft_200JJKR,DELETED
ft_200GWDS,DELETED
ft_200JPBY,DELETED
ft_200JPTP,DELETED
ft_200JKHQ,DELETED
ft_200JQKD,DELETED
ft_200HGBC,DELETED
ft_200GYFM,DELETED
ft_200GZVW,DELETED
ft_200JVRQ,DELETED
ft_200GRKW,DELETED
ft_200GVLZ,DELETED
ft_200JLQM,DELETED
ft_200GWSX,DELETED
ft_200JLGV,DELETED
ft_200JHSS,DELETED
ft_200JQTD,DELETED
ft_200JJPS,DELETED
ft_200JHTJ,DELETED
ft_200JHWX,DELETED
ft_200GYSL,DELETED
ft_200HGND,DELETED
ft_200GZHZ,DELETED
ft_200HGVM,DELETED
ft_200GZSL,DELETED
ft_200JRPP,DELETED
