skill_uri,label,count,frequency_ratio,cluster_count,dominant_cluster,dominant_cluster_share,max_concentration
,verbal,37,0.0441,6,DATA_IT,0.459,1.778
,which,37,0.0441,5,DATA_IT,0.486,1.556
,portefeuille,37,0.0441,6,MARKETING_SALES,0.405,3.335
,haut,37,0.0441,6,DATA_IT,0.405,1.317
,organise,37,0.0441,6,DATA_IT,0.378,2.445
,major,37,0.0441,5,DATA_IT,0.676,1.484
,personnel,37,0.0441,6,ENGINEERING_INDUSTRY,0.378,2.139
,bruxelles,37,0.0441,6,DATA_IT,0.649,1.425
,accompagne,37,0.0441,6,DATA_IT,0.432,2.567
,agence,37,0.0441,6,DATA_IT,0.514,1.284
,coherence,37,0.0441,6,DATA_IT,0.514,1.829
,concepts,37,0.0441,6,DATA_IT,0.595,1.306
,qualifications,37,0.0441,6,DATA_IT,0.459,2.139
,like,37,0.0441,6,DATA_IT,0.595,1.306
,fluency,37,0.0441,6,DATA_IT,0.486,1.829
http://data.europa.eu/esco/skill/2cc75284-f385-42d6-9b70-8262bc6c603a,paris,36,0.04291,5,DATA_IT,0.528,1.828
,commerciaux,36,0.04291,6,MARKETING_SALES,0.278,3.078
,dashboards,36,0.04291,5,DATA_IT,0.861,1.891
,assurance,36,0.04291,5,DATA_IT,0.444,1.879
,conduct,36,0.04291,6,DATA_IT,0.556,1.22
,experienced,36,0.04291,4,DATA_IT,0.639,1.403
,aider,36,0.04291,5,DATA_IT,0.389,2.638
,frameworks,36,0.04291,4,DATA_IT,0.833,1.83
,preparing,36,0.04291,6,DATA_IT,0.472,1.387
,updates,36,0.04291,6,DATA_IT,0.528,1.759
,corporate,36,0.04291,6,DATA_IT,0.583,1.599
,mechanical,36,0.04291,6,ENGINEERING_INDUSTRY,0.528,2.857
,willingness,36,0.04291,6,DATA_IT,0.472,1.759
,being,36,0.04291,5,DATA_IT,0.5,2.199
,school,36,0.04291,6,DATA_IT,0.444,1.879
,interlocuteurs,36,0.04291,6,DATA_IT,0.333,2.056
,supports,36,0.04291,5,DATA_IT,0.444,2.056
,experiences,36,0.04291,6,SUPPLY_OPS,0.306,3.052
,oriente,36,0.04291,6,DATA_IT,0.333,2.513
,tu,36,0.04291,6,DATA_IT,0.444,1.759
,carbon,36,0.04291,5,DATA_IT,0.472,2.774
,mener,36,0.04291,6,DATA_IT,0.333,2.638
,data analysis,36,0.04291,3,DATA_IT,0.917,2.013
,marches,36,0.04291,6,ENGINEERING_INDUSTRY,0.278,2.199
,excellente,36,0.04291,6,DATA_IT,0.417,2.638
,locale,36,0.04291,5,DATA_IT,0.472,1.942
,contrats,35,0.04172,6,DATA_IT,0.229,2.706
,standard,35,0.04172,6,DATA_IT,0.6,1.318
,efficient,35,0.04172,4,DATA_IT,0.543,1.392
,engage,35,0.04172,6,MARKETING_SALES,0.286,2.35
,points,35,0.04172,6,DATA_IT,0.4,1.809
,requests,35,0.04172,6,DATA_IT,0.429,2.115
,under,35,0.04172,6,DATA_IT,0.543,1.41
,directly,35,0.04172,4,DATA_IT,0.571,1.255
,azure,35,0.04172,4,DATA_IT,0.829,1.82
,spoken,35,0.04172,6,DATA_IT,0.6,2.32
,german,35,0.04172,6,DATA_IT,0.314,1.933
,order,35,0.04172,6,DATA_IT,0.371,2.35
,hoc,35,0.04172,6,DATA_IT,0.429,4.253
,deux,35,0.04172,6,DATA_IT,0.4,1.427
,effectuer,35,0.04172,5,DATA_IT,0.343,1.998
,construire,35,0.04172,6,DATA_IT,0.514,1.357
,faites,35,0.04172,6,DATA_IT,0.486,1.933
,problematiques,35,0.04172,6,ENGINEERING_INDUSTRY,0.4,2.165
,edge,35,0.04172,6,DATA_IT,0.4,1.712
,effective,35,0.04172,6,DATA_IT,0.429,1.427
,disponibilite,35,0.04172,6,DATA_IT,0.343,2.283
,departments,35,0.04172,6,DATA_IT,0.4,1.809
,matiere,35,0.04172,6,DATA_IT,0.457,1.357
,spirit,35,0.04172,4,DATA_IT,0.457,2.35
,diversite,35,0.04172,6,ADMIN_HR,0.257,4.071
,ambitieux,35,0.04172,6,DATA_IT,0.514,1.175
,specific,35,0.04172,5,DATA_IT,0.657,2.32
,veiller,35,0.04172,6,SUPPLY_OPS,0.314,3.139
,aspects,34,0.04052,6,DATA_IT,0.471,1.862
,exploitation,34,0.04052,6,DATA_IT,0.412,1.469
,promote,34,0.04052,5,DATA_IT,0.529,1.274
,any,34,0.04052,6,DATA_IT,0.588,1.592
,participating,34,0.04052,5,ENGINEERING_INDUSTRY,0.382,2.07
,areas,34,0.04052,6,DATA_IT,0.441,2.177
,topics,34,0.04052,6,DATA_IT,0.588,1.693
,background,34,0.04052,5,DATA_IT,0.618,1.357
,top,34,0.04052,6,DATA_IT,0.529,1.163
,objectives,34,0.04052,6,DATA_IT,0.471,1.21
,proactivite,34,0.04052,6,DATA_IT,0.559,1.592
,achats,34,0.04052,6,SUPPLY_OPS,0.324,3.231
,internationaux,34,0.04052,6,DATA_IT,0.353,2.794
,couramment,34,0.04052,6,DATA_IT,0.647,1.421
,details,34,0.04052,6,DATA_IT,0.471,1.693
,maniere,34,0.04052,6,DATA_IT,0.324,1.469
,changement,34,0.04052,6,DATA_IT,0.559,1.227
,dont,34,0.04052,6,DATA_IT,0.353,1.763
,fonctions,34,0.04052,6,DATA_IT,0.441,1.592
,bureau,34,0.04052,6,ENGINEERING_INDUSTRY,0.235,2.328
,relationships,34,0.04052,6,DATA_IT,0.5,1.452
,acquisition,34,0.04052,6,DATA_IT,0.441,3.259
,companies,34,0.04052,6,DATA_IT,0.588,1.693
,diversity,34,0.04052,5,DATA_IT,0.412,1.763
,appels,34,0.04052,6,DATA_IT,0.471,2.661
,former,34,0.04052,5,DATA_IT,0.5,1.862
,externes,34,0.04052,6,DATA_IT,0.265,2.388
http://data.europa.eu/esco/skill/e843973c-23dd-416a-8a9c-9e89512542fb,logistique,33,0.03933,5,SUPPLY_OPS,0.455,4.54
http://data.europa.eu/esco/skill/650f44e2-cb4c-41ba-9095-581fe6bea4b1,coordonner les activités dachat,33,0.03933,6,DATA_IT,0.455,3.632
http://data.europa.eu/esco/skill/c7d64df4-7af3-4269-add6-97833bd5448e,gérer un cycle dachat,33,0.03933,6,DATA_IT,0.455,3.632
,general,33,0.03933,6,DATA_IT,0.455,1.496
,terme,33,0.03933,6,DATA_IT,0.273,2.87
,minded,33,0.03933,6,DATA_IT,0.515,1.148
,capabilities,33,0.03933,5,DATA_IT,0.697,1.531
,deep,33,0.03933,3,DATA_IT,0.636,2.493
,programme,33,0.03933,7,DATA_IT,0.485,25.424
,participerez,33,0.03933,6,DATA_IT,0.485,1.64
,center,33,0.03933,5,DATA_IT,0.515,1.476
,departement,33,0.03933,5,DATA_IT,0.394,3.281
,evaluation,33,0.03933,6,DATA_IT,0.455,2.399
,execute,33,0.03933,5,DATA_IT,0.576,1.745
,divers,33,0.03933,6,DATA_IT,0.455,1.919
,important,33,0.03933,5,DATA_IT,0.424,3.027
,ventes,33,0.03933,6,DATA_IT,0.394,2.243
,travaux,33,0.03933,6,DATA_IT,0.364,2.05
,multiculturel,33,0.03933,6,DATA_IT,0.455,1.476
,tableaux,33,0.03933,6,DATA_IT,0.424,2.119
,throughout,33,0.03933,5,DATA_IT,0.364,2.119
,avons,33,0.03933,6,DATA_IT,0.303,3.358
,confiance,33,0.03933,6,DATA_IT,0.394,2.399
,stimulant,33,0.03933,6,DATA_IT,0.485,1.513
,durable,33,0.03933,6,DATA_IT,0.303,1.816
,operationnels,33,0.03933,6,DATA_IT,0.364,2.46
,envergure,33,0.03933,6,DATA_IT,0.455,1.804
,procurement,33,0.03933,6,DATA_IT,0.455,3.632
,bord,33,0.03933,6,DATA_IT,0.303,2.119
,reference,32,0.03814,6,DATA_IT,0.531,2.114
,line,32,0.03814,5,DATA_IT,0.5,1.249
,implementing,32,0.03814,6,DATA_IT,0.344,2.497
,functions,32,0.03814,5,DATA_IT,0.562,1.285
,organized,32,0.03814,6,DATA_IT,0.469,1.353
,feedback,32,0.03814,5,DATA_IT,0.531,1.542
,needed,32,0.03814,6,DATA_IT,0.656,1.441
,pointe,32,0.03814,6,DATA_IT,0.531,1.484
,procedes,32,0.03814,5,ENGINEERING_INDUSTRY,0.438,2.473
,own,32,0.03814,5,DATA_IT,0.719,1.579
,spanish,32,0.03814,4,DATA_IT,0.5,2.056
,reliable,32,0.03814,5,DATA_IT,0.625,1.542
,security,32,0.03814,5,DATA_IT,0.531,2.185
,operating,32,0.03814,5,DATA_IT,0.562,1.285
,tool,32,0.03814,6,DATA_IT,0.594,1.484
,livrables,32,0.03814,6,DATA_IT,0.438,1.484
,marques,32,0.03814,6,DATA_IT,0.375,1.799
,ressources,32,0.03814,6,DATA_IT,0.281,2.968
,espagne,32,0.03814,6,DATA_IT,0.406,2.473
,disposez,32,0.03814,6,ENGINEERING_INDUSTRY,0.344,1.861
,universitaire,32,0.03814,6,DATA_IT,0.375,2.114
,electricite,32,0.03814,5,ENGINEERING_INDUSTRY,0.438,2.368
,ia,32,0.03814,5,DATA_IT,0.75,1.647
,installations,32,0.03814,6,DATA_IT,0.344,1.873
,european,32,0.03814,5,DATA_IT,0.531,1.542
,advantage,32,0.03814,6,DATA_IT,0.438,2.114
,principalement,32,0.03814,5,DATA_IT,0.531,1.692
,relationnelles,32,0.03814,6,DATA_IT,0.438,1.484
,cv,32,0.03814,6,DATA_IT,0.594,2.968
,merci,32,0.03814,6,DATA_IT,0.5,2.968
,justifiez,32,0.03814,6,ENGINEERING_INDUSTRY,0.375,2.03
,operate,32,0.03814,5,DATA_IT,0.375,1.561
,reduction,32,0.03814,5,DATA_IT,0.312,2.809
,linux,32,0.03814,4,DATA_IT,0.75,1.647
,superieure,31,0.03695,6,DATA_IT,0.323,2.183
,universite,31,0.03695,5,DATA_IT,0.613,2.043
,costs,31,0.03695,5,DATA_IT,0.581,1.275
,sense,31,0.03695,6,DATA_IT,0.484,1.063
,together,31,0.03695,5,DATA_IT,0.452,2.388
,paced,31,0.03695,4,DATA_IT,0.742,1.63
,specialist,31,0.03695,6,DATA_IT,0.419,3.064
,ideal,31,0.03695,6,DATA_IT,0.484,1.327
,technologiques,31,0.03695,6,DATA_IT,0.484,1.746
,cause,31,0.03695,5,ENGINEERING_INDUSTRY,0.419,2.27
,curious,31,0.03695,5,DATA_IT,0.581,1.31
,programming,31,0.03695,3,DATA_IT,0.71,1.559
,model,31,0.03695,6,DATA_IT,0.677,1.488
,sharing,31,0.03695,5,DATA_IT,0.548,1.204
,they,31,0.03695,5,DATA_IT,0.71,1.559
,research,31,0.03695,5,DATA_IT,0.419,2.919
,electrical,31,0.03695,5,DATA_IT,0.387,1.746
,them,31,0.03695,5,DATA_IT,0.581,1.746
,installation,31,0.03695,6,ENGINEERING_INDUSTRY,0.484,2.619
,lancement,31,0.03695,6,DATA_IT,0.29,1.592
,electrique,31,0.03695,5,ENGINEERING_INDUSTRY,0.742,4.016
,humaines,31,0.03695,6,DATA_IT,0.387,4.085
,cutting,31,0.03695,6,DATA_IT,0.323,1.933
,fonctionnement,31,0.03695,6,DATA_IT,0.419,1.746
,back,31,0.03695,6,DATA_IT,0.548,1.532
,alongside,31,0.03695,5,DATA_IT,0.387,2.183
,apres,31,0.03695,6,DATA_IT,0.323,2.553
,politiques,31,0.03695,5,DATA_IT,0.484,3.064
,certification,31,0.03695,5,DATA_IT,0.516,1.933
,atouts,31,0.03695,6,DATA_IT,0.355,1.746
,salons,31,0.03695,5,MARKETING_SALES,0.452,3.715
,technologie,31,0.03695,6,ENGINEERING_INDUSTRY,0.355,1.921
,reliability,31,0.03695,4,DATA_IT,0.452,2.578
,propos,30,0.03576,6,DATA_IT,0.4,2.638
,budgets,30,0.03576,5,DATA_IT,0.367,3.158
,division,30,0.03576,6,ENGINEERING_INDUSTRY,0.4,2.165
,ideally,30,0.03576,5,DATA_IT,0.433,1.985
,workshops,30,0.03576,4,DATA_IT,0.533,1.624
,personal,30,0.03576,6,DATA_IT,0.567,1.583
,update,30,0.03576,4,DATA_IT,0.5,1.645
,abilities,30,0.03576,6,DATA_IT,0.433,1.371
,post,30,0.03576,5,DATA_IT,0.367,2.742
,smooth,30,0.03576,6,DATA_IT,0.533,1.353
,generation,30,0.03576,5,DATA_IT,0.5,1.919
,hr,30,0.03576,5,DATA_IT,0.7,2.111
,previous,30,0.03576,5,DATA_IT,0.633,1.645
,creativite,30,0.03576,5,DATA_IT,0.633,1.391
,infrastructures,30,0.03576,6,DATA_IT,0.467,3.166
,proposals,30,0.03576,5,DATA_IT,0.533,1.998
,lifecycle,30,0.03576,6,DATA_IT,0.667,1.464
,pole,30,0.03576,6,DATA_IT,0.733,1.611
,ambition,30,0.03576,6,DATA_IT,0.333,1.919
,incidents,30,0.03576,4,DATA_IT,0.567,1.998
,country,30,0.03576,6,DATA_IT,0.4,1.998
,policies,30,0.03576,6,DATA_IT,0.5,2.706
,human,30,0.03576,5,DATA_IT,0.6,2.111
,timely,30,0.03576,6,DATA_IT,0.533,1.171
,outil,30,0.03576,5,DATA_IT,0.633,2.111
,interfaces,30,0.03576,5,DATA_IT,0.533,1.624
,specialise,30,0.03576,6,DATA_IT,0.333,1.804
,nice,30,0.03576,4,DATA_IT,0.8,1.757
,elaboration,30,0.03576,6,DATA_IT,0.333,2.255
,ve,30,0.03576,6,DATA_IT,0.367,2.331
,api,30,0.03576,4,DATA_IT,0.833,1.83
,designing,30,0.03576,4,DATA_IT,0.467,1.804
,focused,30,0.03576,5,DATA_IT,0.667,1.464
,postes,30,0.03576,5,DATA_IT,0.4,2.638
http://data.europa.eu/esco/skill/797a4416-0b8d-44f3-8fcd-eb10bd0be6b4,développer un prototype de logiciel,29,0.03456,4,DATA_IT,0.828,1.818
,traitement,29,0.03456,5,DATA_IT,0.448,3.1
,perimetre,29,0.03456,6,ENGINEERING_INDUSTRY,0.276,2.183
,structurer,29,0.03456,6,DATA_IT,0.31,2.183
,additional,29,0.03456,5,DATA_IT,0.586,2.333
,resources,29,0.03456,4,DATA_IT,0.552,2.729
,methods,29,0.03456,4,DATA_IT,0.517,1.867
,proficient,29,0.03456,5,DATA_IT,0.414,1.68
,how,29,0.03456,4,DATA_IT,0.552,2.269
,most,29,0.03456,4,DATA_IT,0.621,2.269
,access,29,0.03456,5,DATA_IT,0.621,1.702
,changes,29,0.03456,6,DATA_IT,0.586,1.418
,plant,29,0.03456,5,DATA_IT,0.517,1.68
,trends,29,0.03456,5,DATA_IT,0.621,1.702
,actuellement,29,0.03456,5,ENGINEERING_INDUSTRY,0.379,2.183
,negociation,29,0.03456,5,MARKETING_SALES,0.345,2.836
,jeune,29,0.03456,6,DATA_IT,0.345,1.638
,usage,29,0.03456,5,DATA_IT,0.586,1.418
,flow,29,0.03456,5,DATA_IT,0.552,2.333
,possedez,29,0.03456,6,DATA_IT,0.483,2.183
,central,29,0.03456,5,DATA_IT,0.483,1.722
,pret,29,0.03456,6,DATA_IT,0.483,1.638
,www,29,0.03456,5,DATA_IT,0.586,2.729
,etude,29,0.03456,6,DATA_IT,0.448,1.307
,adaptable,29,0.03456,6,DATA_IT,0.414,1.867
,don,29,0.03456,5,DATA_IT,0.379,2.067
,events,29,0.03456,5,MARKETING_SALES,0.517,4.255
,roles,29,0.03456,5,DATA_IT,0.552,1.4
,integrity,29,0.03456,6,DATA_IT,0.414,2.8
,afrique,29,0.03456,6,DATA_IT,0.31,3.821
,interventions,29,0.03456,6,ENGINEERING_INDUSTRY,0.379,2.755
,developpeur,29,0.03456,4,DATA_IT,0.828,1.818
,plateforme,29,0.03456,6,DATA_IT,0.483,1.702
,way,29,0.03456,5,DATA_IT,0.379,2.067
,defense,29,0.03456,4,ENGINEERING_INDUSTRY,0.552,2.986
,cabinet,29,0.03456,5,DATA_IT,0.483,2.729
,google,29,0.03456,5,DATA_IT,0.621,2.183
,transverse,29,0.03456,5,DATA_IT,0.655,1.439
,bring,29,0.03456,5,DATA_IT,0.586,1.702
http://data.europa.eu/esco/skill/9d2e926f-53d9-41f5-98f3-19dfaa687f3f,outils de gestion de configuration logicielle,28,0.03337,3,DATA_IT,0.786,1.726
,logistics,28,0.03337,6,DATA_IT,0.429,2.497
,recruitment,28,0.03337,5,DATA_IT,0.5,1.763
,actively,28,0.03337,5,DATA_IT,0.464,1.353
,deadlines,28,0.03337,6,DATA_IT,0.393,2.416
,cultures,28,0.03337,6,DATA_IT,0.357,1.547
,adoption,28,0.03337,4,DATA_IT,0.536,2.056
,proven,28,0.03337,3,DATA_IT,0.679,2.056
,range,28,0.03337,4,DATA_IT,0.607,1.469
,date,28,0.03337,6,DATA_IT,0.464,2.056
,identifying,28,0.03337,5,ENGINEERING_INDUSTRY,0.357,1.933
,networks,28,0.03337,5,DATA_IT,0.286,2.497
,elements,28,0.03337,5,DATA_IT,0.464,1.933
,bureaux,28,0.03337,6,DATA_IT,0.357,2.827
,flexible,28,0.03337,6,DATA_IT,0.5,1.45
,integre,28,0.03337,6,DATA_IT,0.429,1.933
,health,28,0.03337,5,DATA_IT,0.571,1.763
,avancement,28,0.03337,6,DATA_IT,0.429,1.696
,possibilite,28,0.03337,5,DATA_IT,0.5,2.9
,soit,28,0.03337,5,DATA_IT,0.429,1.696
,contracts,28,0.03337,6,DATA_IT,0.464,2.261
,equipment,28,0.03337,5,ENGINEERING_INDUSTRY,0.464,2.513
,platform,28,0.03337,4,DATA_IT,0.75,1.647
,preferably,28,0.03337,6,DATA_IT,0.464,1.696
,ready,28,0.03337,5,DATA_IT,0.429,1.469
,translate,28,0.03337,5,DATA_IT,0.75,1.647
,passionne,28,0.03337,6,DATA_IT,0.321,1.696
,guarantee,28,0.03337,6,DATA_IT,0.5,1.784
,get,28,0.03337,4,DATA_IT,0.536,2.938
,efficacement,28,0.03337,6,DATA_IT,0.571,2.261
,partage,28,0.03337,6,DATA_IT,0.5,1.696
,livraison,28,0.03337,5,DATA_IT,0.536,29.964
,mettant,28,0.03337,5,DATA_IT,0.607,1.353
,transverses,28,0.03337,5,DATA_IT,0.786,1.726
,apis,28,0.03337,3,DATA_IT,0.786,1.726
,relationnelle,28,0.03337,6,DATA_IT,0.5,1.696
,creating,28,0.03337,5,DATA_IT,0.464,2.14
,head,28,0.03337,6,DATA_IT,0.571,1.469
,valorise,28,0.03337,5,DATA_IT,0.571,1.547
,solide,28,0.03337,5,DATA_IT,0.464,2.9
,personnalise,28,0.03337,6,DATA_IT,0.536,1.696
http://data.europa.eu/esco/skill/19a8293b-8e95-4de3-983f-77484079c389,java programmation informatique,27,0.03218,2,DATA_IT,0.852,1.871
,humaine,27,0.03218,6,DATA_IT,0.333,2.345
,adaptees,27,0.03218,6,MARKETING_SALES,0.333,2.742
,reussite,27,0.03218,6,DATA_IT,0.444,2.133
,levels,27,0.03218,5,DATA_IT,0.444,1.828
,digitalization,27,0.03218,6,DATA_IT,0.63,1.383
,indicators,27,0.03218,5,DATA_IT,0.444,1.85
,accurate,27,0.03218,6,DATA_IT,0.593,1.504
,java,27,0.03218,2,DATA_IT,0.852,1.871
,gain,27,0.03218,5,DATA_IT,0.593,1.504
,models,27,0.03218,4,DATA_IT,0.667,1.504
,young,27,0.03218,5,DATA_IT,0.519,1.523
,around,27,0.03218,5,DATA_IT,0.481,1.523
,assister,27,0.03218,5,DATA_IT,0.556,3.518
,atteindre,27,0.03218,6,DATA_IT,0.333,1.759
,fr,27,0.03218,5,DATA_IT,0.63,1.759
,https,27,0.03218,5,DATA_IT,0.593,2.932
,permis,27,0.03218,5,DATA_IT,0.481,2.345
,peuvent,27,0.03218,4,ENGINEERING_INDUSTRY,0.407,2.205
,financieres,27,0.03218,6,FINANCE_LEGAL,0.481,6.516
,participez,27,0.03218,6,DATA_IT,0.444,1.828
,disposition,27,0.03218,4,DATA_IT,0.593,1.302
,ecoute,27,0.03218,6,MARKETING_SALES,0.37,3.046
,ownership,27,0.03218,6,DATA_IT,0.704,1.546
,writing,27,0.03218,4,DATA_IT,0.444,2.742
,national,27,0.03218,6,DATA_IT,0.444,1.523
,autre,27,0.03218,6,DATA_IT,0.296,2.437
,regulations,27,0.03218,6,DATA_IT,0.519,3.508
,regles,27,0.03218,5,DATA_IT,0.519,2.59
,reguliers,27,0.03218,5,DATA_IT,0.444,2.345
,3d,27,0.03218,5,DATA_IT,0.444,1.604
,entretiens,27,0.03218,5,ADMIN_HR,0.333,5.277
,aeronautique,27,0.03218,4,ENGINEERING_INDUSTRY,0.519,2.807
,choix,27,0.03218,5,DATA_IT,0.481,2.932
,architectures,27,0.03218,5,DATA_IT,0.556,1.523
,skill,27,0.03218,5,DATA_IT,0.407,2.22
,works,27,0.03218,6,DATA_IT,0.481,1.759
,ouverture,27,0.03218,6,DATA_IT,0.333,2.005
,facilitate,27,0.03218,4,DATA_IT,0.63,1.523
,specifically,27,0.03218,5,DATA_IT,0.333,2.59
,look,27,0.03218,6,DATA_IT,0.333,2.22
,expect,27,0.03218,5,DATA_IT,0.407,2.59
http://data.europa.eu/esco/skill/ecc18804-a466-40d9-98b4-fba5cd67dd4b,comptabilité,26,0.03099,5,DATA_IT,0.5,5.205
,b2b,26,0.03099,5,MARKETING_SALES,0.538,4.429
,interaction,26,0.03099,5,DATA_IT,0.615,1.352
,plateformes,26,0.03099,6,DATA_IT,0.5,1.265
,officer,26,0.03099,6,DATA_IT,0.231,3.653
,train,26,0.03099,5,DATA_IT,0.308,2.305
,scale,26,0.03099,4,DATA_IT,0.538,1.898
,pipeline,26,0.03099,4,MARKETING_SALES,0.5,4.113
,cd,26,0.03099,3,DATA_IT,0.769,1.689
,docker,26,0.03099,4,DATA_IT,0.731,1.605
,questions,26,0.03099,6,DATA_IT,0.423,3.123
,multidisciplinary,26,0.03099,3,DATA_IT,0.577,1.457
,permettant,26,0.03099,6,DATA_IT,0.269,3.044
,markets,26,0.03099,5,DATA_IT,0.462,3.164
,legal,26,0.03099,5,DATA_IT,0.423,5.725
,ameliorations,26,0.03099,5,DATA_IT,0.5,1.457
,personne,26,0.03099,6,DATA_IT,0.308,1.561
,potentiels,26,0.03099,6,DATA_IT,0.308,1.921
,principal,26,0.03099,6,DATA_IT,0.423,1.666
,significative,26,0.03099,6,DATA_IT,0.385,1.874
,canada,26,0.03099,5,DATA_IT,0.5,1.537
,speaking,26,0.03099,5,DATA_IT,0.654,1.436
,ateliers,26,0.03099,6,DATA_IT,0.538,1.457
,iso,26,0.03099,6,DATA_IT,0.346,1.921
,electronique,26,0.03099,2,ENGINEERING_INDUSTRY,0.654,3.539
,issue,26,0.03099,6,ENGINEERING_INDUSTRY,0.231,3.044
,sante,26,0.03099,6,ENGINEERING_INDUSTRY,0.308,1.666
,accuracy,26,0.03099,6,DATA_IT,0.538,2.082
,accounting,26,0.03099,5,DATA_IT,0.5,5.205
,greener,26,0.03099,6,ENGINEERING_INDUSTRY,0.231,2.305
,inclusive,26,0.03099,6,DATA_IT,0.346,1.921
,purchasing,26,0.03099,5,DATA_IT,0.462,2.689
,speed,26,0.03099,6,SUPPLY_OPS,0.308,3.073
,modele,26,0.03099,6,DATA_IT,0.423,1.874
,helping,26,0.03099,4,DATA_IT,0.769,1.689
,abroad,26,0.03099,4,DATA_IT,0.615,2.531
,europeen,26,0.03099,6,DATA_IT,0.346,1.827
,programmes,26,0.03099,5,ENGINEERING_INDUSTRY,0.308,1.666
,assistance,26,0.03099,6,DATA_IT,0.462,1.827
,parlez,26,0.03099,6,DATA_IT,0.577,1.827
,values,26,0.03099,4,DATA_IT,0.769,1.689
,economics,26,0.03099,5,DATA_IT,0.577,2.305
,want,26,0.03099,6,DATA_IT,0.538,1.265
,besoin,26,0.03099,6,DATA_IT,0.577,1.267
,administrative,26,0.03099,6,DATA_IT,0.462,3.653
,selection,26,0.03099,4,DATA_IT,0.615,1.827
http://data.europa.eu/esco/skill/3cbe8b8d-69ba-4faa-9a7c-4cb95769df88,politique,25,0.0298,6,ENGINEERING_INDUSTRY,0.28,2.533
,mises,25,0.0298,5,DATA_IT,0.52,1.624
,francaise,25,0.0298,5,DATA_IT,0.4,2.533
,logement,25,0.0298,6,ADMIN_HR,0.36,5.699
,materiel,25,0.0298,6,DATA_IT,0.32,1.998
,montee,25,0.0298,5,ENGINEERING_INDUSTRY,0.36,2.533
,partenaire,25,0.0298,6,DATA_IT,0.28,1.998
,care,25,0.0298,5,DATA_IT,0.36,2.797
,case,25,0.0298,4,DATA_IT,0.72,1.581
,involved,25,0.0298,5,DATA_IT,0.56,1.23
,set,25,0.0298,5,DATA_IT,0.52,2.632
,lean,25,0.0298,4,ENGINEERING_INDUSTRY,0.36,2.797
,mieux,25,0.0298,6,DATA_IT,0.48,1.9
,professionals,25,0.0298,5,DATA_IT,0.6,1.318
,activity,25,0.0298,5,DATA_IT,0.52,1.316
,creative,25,0.0298,4,DATA_IT,0.48,3.29
,chantier,25,0.0298,5,SUPPLY_OPS,0.32,3.196
,candidats,25,0.0298,5,DATA_IT,0.36,4.432
,energies,25,0.0298,5,ENGINEERING_INDUSTRY,0.36,1.949
,tes,25,0.0298,5,DATA_IT,0.44,1.974
,reduce,25,0.0298,5,DATA_IT,0.32,2.797
,ecosystem,25,0.0298,5,DATA_IT,0.64,1.406
,owner,25,0.0298,4,DATA_IT,0.68,1.494
,thrive,25,0.0298,5,DATA_IT,0.44,1.998
,components,25,0.0298,4,DATA_IT,0.52,1.732
,produce,25,0.0298,5,DATA_IT,0.44,2.397
,rigorous,25,0.0298,5,DATA_IT,0.52,1.299
,here,25,0.0298,5,DATA_IT,0.4,3.596
,term,25,0.0298,5,DATA_IT,0.68,2.165
,check,25,0.0298,5,DATA_IT,0.56,1.316
,organize,25,0.0298,6,DATA_IT,0.44,2.303
,ca,25,0.0298,6,MARKETING_SALES,0.24,1.974
,clean,25,0.0298,3,DATA_IT,0.48,2.165
,interviendrez,25,0.0298,5,DATA_IT,0.6,1.318
,titulaire,25,0.0298,5,DATA_IT,0.44,3.248
,entretien,25,0.0298,5,ENGINEERING_INDUSTRY,0.36,3.799
,rh,25,0.0298,6,ADMIN_HR,0.52,8.232
,deja,25,0.0298,5,DATA_IT,0.56,1.645
,modeles,25,0.0298,5,DATA_IT,0.56,1.266
,fonctionnalites,25,0.0298,5,DATA_IT,0.76,1.669
,mondial,25,0.0298,6,ENGINEERING_INDUSTRY,0.28,2.533
,independently,25,0.0298,4,DATA_IT,0.52,2.303
,volonte,25,0.0298,6,ENGINEERING_INDUSTRY,0.4,2.165
,rest,25,0.0298,4,DATA_IT,0.72,1.581
,tailored,25,0.0298,6,DATA_IT,0.4,2.632
,approvisionnement,25,0.0298,4,DATA_IT,0.4,3.596
,milieu,25,0.0298,6,ENGINEERING_INDUSTRY,0.4,2.533
,ligne,25,0.0298,6,DATA_IT,0.48,33.56
,devenir,25,0.0298,5,DATA_IT,0.32,1.9
,deployer,25,0.0298,5,DATA_IT,0.48,1.598
,ambiance,25,0.0298,5,DATA_IT,0.64,1.406
http://data.europa.eu/esco/skill/3cd569a2-4f88-4c1e-9995-8dce8c5e51a7,javascript,24,0.02861,4,DATA_IT,0.75,1.647
http://data.europa.eu/esco/skill/70198e4e-86ad-4acc-a9eb-e24e2c107d18,machines,24,0.02861,4,DATA_IT,0.417,2.03
,approfondie,24,0.02861,5,MARKETING_SALES,0.292,2.497
,environ,24,0.02861,6,DATA_IT,0.333,1.665
,partir,24,0.02861,6,DATA_IT,0.333,1.979
,periode,24,0.02861,6,ENGINEERING_INDUSTRY,0.292,3.298
,practical,24,0.02861,5,DATA_IT,0.625,1.665
,secure,24,0.02861,5,DATA_IT,0.542,1.353
,tendances,24,0.02861,6,DATA_IT,0.417,2.399
,instructions,24,0.02861,6,ENGINEERING_INDUSTRY,0.583,3.158
,net,24,0.02861,4,DATA_IT,0.75,1.647
