skill_uri,label,count,frequency_ratio,cluster_count,dominant_cluster,dominant_cluster_share,max_concentration
,chaque,64,0.07628,6,DATA_IT,0.406,1.542
http://data.europa.eu/esco/skill/6a609f8f-1451-4102-ad2d-62c5270e1237,service administratif,63,0.07509,6,DATA_IT,0.476,3.015
http://data.europa.eu/esco/skill/ccd0a1d9-afda-43d9-b901-96344886e14d,python programmation informatique,63,0.07509,3,DATA_IT,0.937,2.057
,cles,63,0.07509,6,DATA_IT,0.413,1.504
,commerciale,63,0.07509,6,MARKETING_SALES,0.381,3.134
,enjeux,63,0.07509,6,DATA_IT,0.429,1.508
,valeur,63,0.07509,6,DATA_IT,0.397,2.01
,relations,63,0.07509,6,DATA_IT,0.349,1.567
,intelligence,63,0.07509,6,DATA_IT,0.603,2.35
,issues,63,0.07509,6,DATA_IT,0.444,1.504
,agile,63,0.07509,6,DATA_IT,0.667,1.464
,python,63,0.07509,3,DATA_IT,0.937,2.057
,results,63,0.07509,6,DATA_IT,0.492,2.35
,making,63,0.07509,6,DATA_IT,0.635,1.394
,implement,63,0.07509,6,DATA_IT,0.508,1.116
,secteurs,63,0.07509,6,DATA_IT,0.365,1.461
,opportunite,63,0.07509,6,DATA_IT,0.444,1.508
http://data.europa.eu/esco/skill/598de5b0-5b58-4ea7-8058-a4bc4d18c742,sql,62,0.0739,3,DATA_IT,0.903,1.984
,indispensable,62,0.0739,6,DATA_IT,0.403,1.787
,oral,62,0.0739,6,DATA_IT,0.403,1.99
,rattache,62,0.0739,6,DATA_IT,0.258,2.809
,bachelor,62,0.0739,6,DATA_IT,0.516,1.134
,kpis,62,0.0739,6,DATA_IT,0.548,2.094
,interet,62,0.0739,6,DATA_IT,0.516,1.532
,future,62,0.0739,5,DATA_IT,0.5,1.327
,bi,62,0.0739,6,DATA_IT,0.742,1.746
,piloter,62,0.0739,6,DATA_IT,0.306,1.571
,talents,62,0.0739,6,DATA_IT,0.419,2.043
,ms,62,0.0739,6,DATA_IT,0.452,2.183
,veille,61,0.07271,6,DATA_IT,0.557,1.224
,commerciales,61,0.07271,6,MARKETING_SALES,0.328,2.697
,daily,61,0.07271,5,DATA_IT,0.59,1.296
,fast,61,0.07271,6,DATA_IT,0.541,1.348
,junior,61,0.07271,6,DATA_IT,0.443,1.775
,orientation,61,0.07271,6,DATA_IT,0.525,1.348
,education,61,0.07271,6,DATA_IT,0.607,1.332
,deploiement,61,0.07271,6,DATA_IT,0.574,1.298
,ai,61,0.07271,5,DATA_IT,0.656,1.888
,qualites,61,0.07271,6,DATA_IT,0.41,1.474
,creer,61,0.07271,6,DATA_IT,0.361,2.336
,risques,61,0.07271,6,DATA_IT,0.443,2.44
,rapports,61,0.07271,7,DATA_IT,0.311,13.754
,prendre,61,0.07271,6,DATA_IT,0.344,1.686
,interpersonal,60,0.07151,6,DATA_IT,0.5,1.919
,ll,60,0.07151,5,DATA_IT,0.45,1.371
,when,60,0.07151,6,DATA_IT,0.517,1.332
,test,60,0.07151,4,DATA_IT,0.683,1.501
,learning,60,0.07151,5,DATA_IT,0.783,1.72
,propose,60,0.07151,6,DATA_IT,0.617,1.354
,mais,60,0.07151,6,DATA_IT,0.517,1.319
,consultants,60,0.07151,6,DATA_IT,0.4,1.645
,pourquoi,59,0.07032,6,DATA_IT,0.475,1.394
,sujets,59,0.07032,6,DATA_IT,0.407,1.878
,diverse,59,0.07032,6,DATA_IT,0.441,1.185
,relevant,59,0.07032,6,DATA_IT,0.492,1.255
,materials,59,0.07032,6,DATA_IT,0.39,1.534
,program,59,0.07032,6,DATA_IT,0.61,1.394
,metier,59,0.07032,6,DATA_IT,0.424,1.61
,cycle,59,0.07032,5,DATA_IT,0.373,1.394
,infrastructure,59,0.07032,6,DATA_IT,0.475,1.693
,conformite,59,0.07032,6,ENGINEERING_INDUSTRY,0.305,1.862
,filiale,59,0.07032,6,DATA_IT,0.39,2.752
,analyst,59,0.07032,5,DATA_IT,0.729,1.606
,challenge,58,0.06913,6,DATA_IT,0.397,1.633
,efficiency,58,0.06913,6,DATA_IT,0.569,1.55
,advanced,58,0.06913,6,DATA_IT,0.69,1.515
,change,58,0.06913,7,DATA_IT,0.552,14.466
,apply,58,0.06913,5,DATA_IT,0.414,1.4
,fournisseurs,58,0.06913,6,DATA_IT,0.345,2.583
,tels,58,0.06913,6,DATA_IT,0.448,1.493
,present,58,0.06913,6,DATA_IT,0.517,1.55
,rediger,58,0.06913,7,DATA_IT,0.534,14.466
,attention,58,0.06913,6,DATA_IT,0.5,2.8
,indicateurs,58,0.06913,6,DATA_IT,0.362,2.583
,fonction,57,0.06794,6,DATA_IT,0.263,2.374
,offre,57,0.06794,6,DATA_IT,0.351,1.944
,produit,57,0.06794,6,DATA_IT,0.351,1.443
,activement,57,0.06794,7,DATA_IT,0.351,14.719
,familiarity,57,0.06794,6,DATA_IT,0.649,1.426
,than,57,0.06794,5,DATA_IT,0.684,1.503
,insights,57,0.06794,5,DATA_IT,0.632,1.587
,temps,57,0.06794,6,DATA_IT,0.491,1.666
,couts,57,0.06794,6,DATA_IT,0.333,2.628
,pilotage,57,0.06794,6,DATA_IT,0.368,1.944
,selon,57,0.06794,6,DATA_IT,0.316,1.944
,siege,56,0.06675,6,DATA_IT,0.429,1.692
,context,56,0.06675,6,DATA_IT,0.536,1.353
,cost,56,0.06675,6,DATA_IT,0.464,1.962
,transport,56,0.06675,6,SUPPLY_OPS,0.429,4.281
,focus,56,0.06675,5,DATA_IT,0.607,1.333
,play,56,0.06675,6,DATA_IT,0.482,1.353
,unique,56,0.06675,6,DATA_IT,0.518,1.257
,experts,56,0.06675,6,DATA_IT,0.679,1.49
,powerpoint,56,0.06675,6,DATA_IT,0.464,2.175
,rejoignez,56,0.06675,6,DATA_IT,0.571,1.413
,delais,56,0.06675,6,DATA_IT,0.429,2.319
,rigoureux,56,0.06675,6,DATA_IT,0.357,1.692
,systeme,56,0.06675,5,DATA_IT,0.357,2.497
,methodes,56,0.06675,6,ENGINEERING_INDUSTRY,0.429,2.32
,bien,56,0.06675,6,DATA_IT,0.339,2.261
,belgium,56,0.06675,6,DATA_IT,0.464,1.837
,different,56,0.06675,6,DATA_IT,0.536,1.616
,aussi,56,0.06675,6,DATA_IT,0.393,1.45
,grande,56,0.06675,6,DATA_IT,0.518,1.979
,optimiser,56,0.06675,6,DATA_IT,0.321,2.319
,appetence,55,0.06555,6,DATA_IT,0.327,1.727
,curiosite,55,0.06555,6,DATA_IT,0.473,1.279
,strategique,55,0.06555,6,DATA_IT,0.436,2.59
,months,55,0.06555,6,DATA_IT,0.618,1.496
,optimization,55,0.06555,6,DATA_IT,0.545,1.279
,multiple,55,0.06555,6,DATA_IT,0.6,1.318
,reviews,55,0.06555,5,DATA_IT,0.545,1.378
,renforcer,55,0.06555,6,DATA_IT,0.455,1.634
,interne,55,0.06555,6,DATA_IT,0.364,2.59
,industrielle,55,0.06555,6,ENGINEERING_INDUSTRY,0.455,2.46
,accompagnement,55,0.06555,6,DATA_IT,0.582,2.303
,contribution,54,0.06436,6,DATA_IT,0.481,1.504
,reunions,54,0.06436,6,DATA_IT,0.463,1.48
,computer,54,0.06436,5,DATA_IT,0.63,1.383
,core,54,0.06436,5,DATA_IT,0.556,1.253
,progress,54,0.06436,6,DATA_IT,0.556,1.22
,employees,54,0.06436,6,DATA_IT,0.611,1.342
,act,54,0.06436,6,DATA_IT,0.519,1.828
,deliver,54,0.06436,4,DATA_IT,0.759,1.668
,safety,54,0.06436,6,DATA_IT,0.463,1.704
,code,54,0.06436,4,DATA_IT,0.685,1.505
,start,54,0.06436,6,DATA_IT,0.519,1.523
,excellentes,54,0.06436,6,DATA_IT,0.296,1.85
,pas,54,0.06436,6,DATA_IT,0.37,2.638
,vers,54,0.06436,6,DATA_IT,0.463,1.665
,partie,54,0.06436,6,ENGINEERING_INDUSTRY,0.296,1.604
,kpi,54,0.06436,6,DATA_IT,0.444,2.22
,region,54,0.06436,6,DATA_IT,0.37,2.035
,description,54,0.06436,6,DATA_IT,0.519,1.98
,definir,54,0.06436,5,DATA_IT,0.574,1.261
,comprehension,53,0.06317,6,DATA_IT,0.509,1.508
,exposure,53,0.06317,6,DATA_IT,0.604,1.326
,re,53,0.06317,5,DATA_IT,0.434,2.073
,portfolio,53,0.06317,5,DATA_IT,0.415,2.173
,structured,53,0.06317,4,DATA_IT,0.566,1.328
,sap,53,0.06317,6,DATA_IT,0.528,2.043
,real,53,0.06317,5,DATA_IT,0.585,1.285
,maintenir,53,0.06317,6,DATA_IT,0.585,1.493
,proposition,53,0.06317,6,DATA_IT,0.396,1.696
,grace,53,0.06317,6,DATA_IT,0.509,1.493
,operationnelle,53,0.06317,6,DATA_IT,0.302,2.261
,engagement,53,0.06317,6,DATA_IT,0.453,1.792
,alternance,52,0.06198,6,ENGINEERING_INDUSTRY,0.269,2.435
,architecture,52,0.06198,5,DATA_IT,0.596,1.457
,building,52,0.06198,5,DATA_IT,0.5,1.74
,interface,52,0.06198,6,ENGINEERING_INDUSTRY,0.423,2.29
,mesure,52,0.06198,6,DATA_IT,0.538,1.183
,qualification,52,0.06198,7,DATA_IT,0.365,16.135
,hands,52,0.06198,6,DATA_IT,0.635,1.394
,soft,52,0.06198,6,DATA_IT,0.519,1.827
,meetings,52,0.06198,5,DATA_IT,0.558,1.561
,where,52,0.06198,5,DATA_IT,0.558,2.531
,comfortable,52,0.06198,6,DATA_IT,0.519,1.582
,decisions,52,0.06198,6,DATA_IT,0.519,1.827
,grow,52,0.06198,5,DATA_IT,0.462,1.345
,suite,52,0.06198,6,DATA_IT,0.481,2.131
,aise,52,0.06198,6,DATA_IT,0.462,1.301
,differentes,52,0.06198,6,DATA_IT,0.5,1.218
,responsabilite,52,0.06198,6,DATA_IT,0.308,1.827
,monde,52,0.06198,6,DATA_IT,0.308,3.044
,specifications,52,0.06198,5,DATA_IT,0.519,1.978
,exigences,52,0.06198,6,ENGINEERING_INDUSTRY,0.404,2.186
,effectively,52,0.06198,6,DATA_IT,0.538,1.265
http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,conseiller dautres personnes,51,0.06079,6,DATA_IT,0.686,1.507
,partners,51,0.06079,5,DATA_IT,0.549,1.29
,risks,51,0.06079,6,DATA_IT,0.471,3.184
,audits,51,0.06079,5,ENGINEERING_INDUSTRY,0.353,2.154
,cloud,51,0.06079,4,DATA_IT,0.784,1.723
,clear,51,0.06079,5,DATA_IT,0.706,1.55
,user,51,0.06079,6,DATA_IT,0.549,1.592
,energy,51,0.06079,6,DATA_IT,0.51,1.175
,driving,51,0.06079,6,DATA_IT,0.392,1.452
,consultant,51,0.06079,6,DATA_IT,0.686,1.507
,preuve,51,0.06079,6,DATA_IT,0.49,1.763
,entreprises,51,0.06079,6,DATA_IT,0.353,1.862
,lies,51,0.06079,6,DATA_IT,0.471,2.173
,locaux,51,0.06079,6,ENGINEERING_INDUSTRY,0.275,2.483
,equipements,51,0.06079,6,ENGINEERING_INDUSTRY,0.471,2.547
,cœur,50,0.05959,6,DATA_IT,0.34,1.624
,directeur,50,0.05959,6,DATA_IT,0.26,2.165
,multicultural,50,0.05959,6,DATA_IT,0.42,1.624
,committed,50,0.05959,6,DATA_IT,0.52,1.152
,year,50,0.05959,6,DATA_IT,0.54,1.481
,following,50,0.05959,6,DATA_IT,0.5,1.398
,similar,50,0.05959,6,DATA_IT,0.5,1.152
,optimize,50,0.05959,5,DATA_IT,0.54,1.199
,autonomous,50,0.05959,5,DATA_IT,0.62,1.362
,review,50,0.05959,6,DATA_IT,0.48,1.895
,bases,50,0.05959,7,DATA_IT,0.5,16.78
,developer,49,0.0584,5,DATA_IT,0.449,2.014
,sector,49,0.0584,6,DATA_IT,0.388,1.657
,manufacturing,49,0.0584,5,ENGINEERING_INDUSTRY,0.551,2.983
,deployment,49,0.0584,6,DATA_IT,0.592,1.3
,phases,49,0.0584,6,DATA_IT,0.571,1.292
,workflows,49,0.0584,5,DATA_IT,0.653,1.434
,presence,49,0.0584,6,MARKETING_SALES,0.388,3.189
,success,49,0.0584,6,DATA_IT,0.51,1.938
,objectifs,49,0.0584,6,DATA_IT,0.265,1.847
,parties,49,0.0584,6,DATA_IT,0.449,1.835
,technologique,49,0.0584,5,DATA_IT,0.653,1.434
,cas,49,0.0584,6,DATA_IT,0.388,2.261
,ne,49,0.0584,6,DATA_IT,0.531,1.615
,concevoir,49,0.0584,5,DATA_IT,0.673,1.479
,soutenir,49,0.0584,6,DATA_IT,0.224,2.585
,specialisee,48,0.05721,5,DATA_IT,0.562,1.542
,direct,48,0.05721,6,DATA_IT,0.333,2.056
,travel,48,0.05721,6,DATA_IT,0.417,1.542
,providing,48,0.05721,5,DATA_IT,0.542,1.19
,demandes,48,0.05721,6,DATA_IT,0.375,1.979
,b2,48,0.05721,6,DATA_IT,0.583,2.309
,deplacements,48,0.05721,6,DATA_IT,0.438,1.979
,toutes,48,0.05721,6,DATA_IT,0.417,2.638
,amene,48,0.05721,6,DATA_IT,0.417,1.979
,chef,48,0.05721,6,DATA_IT,0.479,1.41
,lors,48,0.05721,6,DATA_IT,0.312,2.309
,synthese,48,0.05721,6,DATA_IT,0.438,1.979
,engagements,48,0.05721,6,DATA_IT,0.333,2.497
,tous,48,0.05721,6,DATA_IT,0.354,2.309
,perform,48,0.05721,6,DATA_IT,0.5,1.649
,aisance,47,0.05602,6,DATA_IT,0.468,1.925
,c1,47,0.05602,6,DATA_IT,0.511,1.684
,presentations,47,0.05602,6,DATA_IT,0.426,2.1
,risk,47,0.05602,5,DATA_IT,0.362,3.743
,satisfaction,47,0.05602,6,DATA_IT,0.468,2.1
,senior,47,0.05602,6,DATA_IT,0.553,1.4
,large,47,0.05602,6,DATA_IT,0.362,1.913
,active,47,0.05602,6,DATA_IT,0.468,1.925
,fois,47,0.05602,5,DATA_IT,0.426,1.4
,specialisation,47,0.05602,6,DATA_IT,0.468,1.382
,innovantes,47,0.05602,6,DATA_IT,0.553,2.021
,normes,47,0.05602,5,DATA_IT,0.362,2.125
,use,47,0.05602,5,DATA_IT,0.638,1.575
,platforms,47,0.05602,4,DATA_IT,0.723,1.589
,travers,47,0.05602,6,DATA_IT,0.362,1.7
http://data.europa.eu/esco/skill/5f2efbdf-08a2-49cd-9c06-bd284e4f0fbf,négocier des conditions avec les fournisseurs,46,0.05483,6,DATA_IT,0.348,2.146
http://data.europa.eu/esco/skill/7ee9fb56-91b1-4363-b51f-ea54ae1b5761,négocier les prix,46,0.05483,6,DATA_IT,0.348,2.146
,integrer,46,0.05483,6,DATA_IT,0.348,1.765
,identification,46,0.05483,6,DATA_IT,0.457,1.377
,organizational,46,0.05483,6,DATA_IT,0.435,2.353
,highly,46,0.05483,5,DATA_IT,0.522,1.609
,negotiation,46,0.05483,6,DATA_IT,0.348,2.146
,worldwide,46,0.05483,5,DATA_IT,0.457,1.765
,during,46,0.05483,6,DATA_IT,0.391,1.377
,improving,46,0.05483,6,DATA_IT,0.5,1.471
,track,46,0.05483,6,DATA_IT,0.522,1.252
,word,46,0.05483,6,DATA_IT,0.348,2.059
,reseaux,46,0.05483,6,DATA_IT,0.37,3.441
,financiers,46,0.05483,6,FINANCE_LEGAL,0.348,4.707
,recrutement,46,0.05483,5,ADMIN_HR,0.304,4.818
,repondre,46,0.05483,6,MARKETING_SALES,0.304,2.503
,sommes,46,0.05483,6,DATA_IT,0.391,1.721
,quotidien,46,0.05483,6,DATA_IT,0.391,1.788
,maitrisez,46,0.05483,6,DATA_IT,0.5,1.377
,operationnel,46,0.05483,6,DATA_IT,0.304,2.823
,unit,46,0.05483,6,DATA_IT,0.522,1.609
,aurez,46,0.05483,6,DATA_IT,0.457,1.412
,every,46,0.05483,5,DATA_IT,0.522,1.303
,internationale,46,0.05483,6,DATA_IT,0.37,1.737
,directement,46,0.05483,6,DATA_IT,0.37,3.441
,create,46,0.05483,6,DATA_IT,0.63,1.431
http://data.europa.eu/esco/skill/dc9a236c-c640-43c3-812f-269403591edb,gestion de la relation client,45,0.05364,5,MARKETING_SALES,0.667,5.484
,comptes,45,0.05364,6,MARKETING_SALES,0.244,2.814
,necessaire,45,0.05364,6,DATA_IT,0.289,1.804
,informations,45,0.05364,6,DATA_IT,0.333,2.706
,department,45,0.05364,6,DATA_IT,0.489,1.804
,offers,45,0.05364,6,DATA_IT,0.467,1.462
,regional,45,0.05364,6,DATA_IT,0.467,1.759
,regulatory,45,0.05364,5,DATA_IT,0.511,2.105
,attitude,45,0.05364,6,DATA_IT,0.333,1.804
,contract,45,0.05364,6,DATA_IT,0.511,1.504
,motivated,45,0.05364,5,DATA_IT,0.489,1.332
,offer,45,0.05364,6,DATA_IT,0.333,2.193
,eager,45,0.05364,6,DATA_IT,0.667,1.464
,basic,45,0.05364,6,DATA_IT,0.667,1.464
,formations,45,0.05364,6,DATA_IT,0.556,2.111
,potential,45,0.05364,6,DATA_IT,0.556,2.011
,consulting,45,0.05364,6,DATA_IT,0.489,1.828
,partner,45,0.05364,5,DATA_IT,0.667,1.464
,if,45,0.05364,5,DATA_IT,0.511,1.776
,utilisateurs,45,0.05364,5,DATA_IT,0.689,1.513
,automatisation,45,0.05364,6,DATA_IT,0.578,1.269
,approach,45,0.05364,6,DATA_IT,0.533,1.776
,locales,45,0.05364,6,SUPPLY_OPS,0.267,2.663
,souhaitez,45,0.05364,5,DATA_IT,0.6,1.759
,premier,45,0.05364,5,ENGINEERING_INDUSTRY,0.356,2.814
,toute,45,0.05364,6,DATA_IT,0.489,1.407
,informatiques,45,0.05364,6,DATA_IT,0.444,2.462
,dossiers,44,0.05244,6,DATA_IT,0.295,2.159
,evenements,44,0.05244,6,MARKETING_SALES,0.295,2.43
,animation,44,0.05244,6,DATA_IT,0.386,2.243
,efficacite,44,0.05244,6,DATA_IT,0.432,1.816
,professionnels,44,0.05244,6,DATA_IT,0.341,1.869
,out,44,0.05244,5,DATA_IT,0.5,1.869
,autonomy,44,0.05244,5,DATA_IT,0.432,1.682
,delivering,44,0.05244,5,DATA_IT,0.636,1.496
,expansion,44,0.05244,6,DATA_IT,0.409,2.243
,etroite,44,0.05244,6,DATA_IT,0.455,1.538
,existing,44,0.05244,4,DATA_IT,0.568,2.43
,tracking,44,0.05244,6,DATA_IT,0.591,1.298
,engineers,44,0.05244,5,DATA_IT,0.455,1.496
,audit,44,0.05244,6,DATA_IT,0.5,4.613
,entrepreneurial,44,0.05244,6,DATA_IT,0.364,2.804
,varies,44,0.05244,6,DATA_IT,0.568,1.248
,compte,44,0.05244,6,DATA_IT,0.409,2.518
,duree,44,0.05244,6,DATA_IT,0.364,1.845
,multi,44,0.05244,6,DATA_IT,0.523,2.043
,solides,44,0.05244,6,DATA_IT,0.455,1.599
,transition,44,0.05244,6,DATA_IT,0.455,1.816
,taches,44,0.05244,6,DATA_IT,0.432,1.845
,complete,44,0.05244,6,DATA_IT,0.409,19.068
,performances,44,0.05244,6,DATA_IT,0.477,1.538
http://data.europa.eu/esco/skill/2b9f4584-da2e-44e2-a2fb-4dd4fc64c1a2,ci,43,0.05125,4,DATA_IT,0.721,1.583
,acteur,43,0.05125,6,DATA_IT,0.465,2.203
,monthly,43,0.05125,6,DATA_IT,0.535,2.518
,positive,43,0.05125,6,DATA_IT,0.628,1.379
,tech,43,0.05125,5,DATA_IT,0.512,1.722
,coordonner,43,0.05125,6,SUPPLY_OPS,0.279,2.787
,improvements,43,0.05125,6,DATA_IT,0.535,1.175
,flux,43,0.05125,6,DATA_IT,0.395,2.203
,growing,43,0.05125,6,DATA_IT,0.465,2.487
,social,43,0.05125,6,DATA_IT,0.419,2.203
,utilisation,43,0.05125,6,DATA_IT,0.395,2.209
,com,43,0.05125,6,DATA_IT,0.535,1.473
,curieux,43,0.05125,6,DATA_IT,0.372,2.091
,adaptation,43,0.05125,6,DATA_IT,0.558,1.473
,elle,43,0.05125,6,DATA_IT,0.419,1.841
,force,43,0.05125,6,DATA_IT,0.326,2.091
,alignment,43,0.05125,6,DATA_IT,0.651,1.43
,idees,43,0.05125,6,DATA_IT,0.535,1.511
,basee,43,0.05125,6,DATA_IT,0.558,1.394
,fait,43,0.05125,6,DATA_IT,0.488,1.574
,necessaires,43,0.05125,6,DATA_IT,0.256,2.323
,soutien,43,0.05125,6,DATA_IT,0.372,2.577
,grands,42,0.05006,6,DATA_IT,0.333,3.015
,logiciel,42,0.05006,6,DATA_IT,0.595,1.885
,prise,42,0.05006,6,MARKETING_SALES,0.262,2.638
,close,42,0.05006,6,DATA_IT,0.5,1.16
,mandatory,42,0.05006,6,DATA_IT,0.5,1.508
,report,42,0.05006,5,DATA_IT,0.619,1.36
,network,42,0.05006,5,DATA_IT,0.452,2.546
,regular,42,0.05006,6,DATA_IT,0.452,2.255
,some,42,0.05006,6,DATA_IT,0.429,1.611
,developpe,42,0.05006,6,DATA_IT,0.333,1.885
,fiabilite,42,0.05006,6,DATA_IT,0.405,2.255
,define,42,0.05006,6,DATA_IT,0.524,1.665
,passion,42,0.05006,6,DATA_IT,0.357,1.611
,reussie,42,0.05006,6,ENGINEERING_INDUSTRY,0.357,1.933
,full,42,0.05006,5,DATA_IT,0.643,1.412
,defis,42,0.05006,6,DATA_IT,0.452,2.638
,analytique,42,0.05006,6,DATA_IT,0.429,2.255
,innovants,42,0.05006,6,DATA_IT,0.548,1.289
,appreciee,41,0.04887,6,DATA_IT,0.463,2.317
,phase,41,0.04887,7,DATA_IT,0.244,20.463
,preparer,41,0.04887,6,DATA_IT,0.317,2.703
,strategiques,41,0.04887,6,DATA_IT,0.317,2.207
,supervision,41,0.04887,6,DATA_IT,0.488,1.32
,asset,41,0.04887,5,DATA_IT,0.537,1.98
,critical,41,0.04887,5,DATA_IT,0.488,1.98
,principles,41,0.04887,6,DATA_IT,0.488,1.65
,marque,41,0.04887,6,DATA_IT,0.341,2.703
,governance,41,0.04887,6,DATA_IT,0.561,1.98
,demonstrate,41,0.04887,6,DATA_IT,0.317,2.207
,solid,41,0.04887,4,DATA_IT,0.659,1.446
,motivation,41,0.04887,6,DATA_IT,0.341,2.207
,not,41,0.04887,4,DATA_IT,0.683,1.605
,ad,41,0.04887,5,DATA_IT,0.512,3.631
,aide,41,0.04887,6,DATA_IT,0.561,1.65
,apporter,41,0.04887,6,DATA_IT,0.561,1.232
,enhance,41,0.04887,5,DATA_IT,0.659,1.446
,animer,41,0.04887,6,DATA_IT,0.415,1.544
,carriere,41,0.04887,6,DATA_IT,0.415,2.703
,fabrication,41,0.04887,5,ENGINEERING_INDUSTRY,0.634,3.433
,parcours,41,0.04887,6,ADMIN_HR,0.268,4.247
,pleine,41,0.04887,6,DATA_IT,0.537,3.089
,savoir,41,0.04887,7,DATA_IT,0.415,20.463
,jusqu,41,0.04887,6,DATA_IT,0.244,2.317
,approche,41,0.04887,6,DATA_IT,0.439,2.703
,savez,41,0.04887,6,DATA_IT,0.415,1.404
,pre,41,0.04887,6,DATA_IT,0.268,1.806
,sourcing,41,0.04887,6,DATA_IT,0.317,2.68
,expert,41,0.04887,6,DATA_IT,0.463,1.462
http://data.europa.eu/esco/skill/f0de4973-0a70-4644-8fd4-3a97080476f4,devops,40,0.04768,3,DATA_IT,0.85,1.867
http://data.europa.eu/esco/skill/14ee9f76-3524-43d5-8a1a-5ba8283f8bd7,espagnol,40,0.04768,6,DATA_IT,0.45,1.187
,existants,40,0.04768,6,DATA_IT,0.425,2.375
,logiciels,40,0.04768,6,DATA_IT,0.575,1.583
,objectif,40,0.04768,6,DATA_IT,0.425,1.979
,type,40,0.04768,6,ENGINEERING_INDUSTRY,0.325,1.759
,communicate,40,0.04768,6,DATA_IT,0.575,1.263
,document,40,0.04768,6,DATA_IT,0.6,1.318
,centre,40,0.04768,6,DATA_IT,0.4,1.692
,sustainable,40,0.04768,5,DATA_IT,0.65,1.428
,enjoy,40,0.04768,4,DATA_IT,0.525,1.498
,maintaining,40,0.04768,6,DATA_IT,0.65,1.428
,onboarding,40,0.04768,4,DATA_IT,0.475,4.353
,supplier,40,0.04768,6,DATA_IT,0.525,1.498
,liees,40,0.04768,6,ENGINEERING_INDUSTRY,0.4,2.165
,dote,40,0.04768,6,DATA_IT,0.55,1.208
,planification,40,0.04768,6,DATA_IT,0.3,2.247
,envie,40,0.04768,6,DATA_IT,0.4,1.583
,priorities,40,0.04768,6,DATA_IT,0.575,1.645
,talent,40,0.04768,5,DATA_IT,0.575,3.166
,gout,40,0.04768,6,DATA_IT,0.45,2.056
,aujourd,40,0.04768,6,DATA_IT,0.5,1.583
,hui,40,0.04768,6,DATA_IT,0.5,1.583
,operationnelles,40,0.04768,6,DATA_IT,0.4,2.03
,serait,39,0.04648,6,DATA_IT,0.308,2.435
,cle,39,0.04648,6,DATA_IT,0.385,2.03
,meet,39,0.04648,5,DATA_IT,0.538,1.476
,mobility,39,0.04648,6,DATA_IT,0.41,1.537
,sciences,39,0.04648,6,DATA_IT,0.359,1.898
,self,39,0.04648,5,DATA_IT,0.538,1.183
,adapter,39,0.04648,6,DATA_IT,0.487,2.049
,possible,39,0.04648,5,DATA_IT,0.513,2.03
,great,39,0.04648,6,DATA_IT,0.615,1.352
,responsibility,39,0.04648,6,DATA_IT,0.718,1.577
,crm,39,0.04648,4,MARKETING_SALES,0.718,5.905
,distribution,39,0.04648,6,MARKETING_SALES,0.282,2.435
,charges,39,0.04648,6,ENGINEERING_INDUSTRY,0.385,2.082
,competitive,39,0.04648,5,DATA_IT,0.513,2.531
,apprendre,39,0.04648,6,ENGINEERING_INDUSTRY,0.282,1.537
,aimez,39,0.04648,6,DATA_IT,0.513,1.624
,autour,39,0.04648,6,DATA_IT,0.462,1.624
,least,39,0.04648,4,DATA_IT,0.462,1.898
,ajoutee,38,0.04529,6,DATA_IT,0.289,2.916
,prospection,38,0.04529,6,MARKETING_SALES,0.605,4.979
,structuration,38,0.04529,6,DATA_IT,0.368,2.137
,vision,38,0.04529,6,DATA_IT,0.579,1.666
,automotive,38,0.04529,6,DATA_IT,0.553,1.314
,candidate,38,0.04529,5,DATA_IT,0.5,2.165
,prospects,38,0.04529,6,MARKETING_SALES,0.553,4.546
,web,38,0.04529,4,DATA_IT,0.737,1.618
,collaborating,38,0.04529,5,DATA_IT,0.474,1.314
,coordinating,38,0.04529,6,DATA_IT,0.553,1.781
,obligatoire,38,0.04529,6,DATA_IT,0.474,1.666
,valeurs,38,0.04529,6,DATA_IT,0.342,1.666
,prenantes,38,0.04529,5,DATA_IT,0.474,2.103
,suppliers,38,0.04529,6,DATA_IT,0.368,1.852
,programs,38,0.04529,5,DATA_IT,0.684,1.503
,teamwork,38,0.04529,5,DATA_IT,0.605,1.781
,travail en équipe,38,0.04529,5,DATA_IT,0.605,1.781
,competence,38,0.04529,6,DATA_IT,0.526,1.156
,financiere,38,0.04529,6,FINANCE_LEGAL,0.421,5.698
,zone,38,0.04529,6,DATA_IT,0.316,2.916
,organiser,38,0.04529,6,DATA_IT,0.342,2.891
,digitale,38,0.04529,6,DATA_IT,0.684,1.503
,analytics,38,0.04529,5,DATA_IT,0.816,1.792
,fournir,38,0.04529,6,DATA_IT,0.447,1.781
http://data.europa.eu/esco/skill/99571e68-801f-49af-a897-5f75996642e1,analyse financière,37,0.0441,6,FINANCE_LEGAL,0.622,8.412
http://data.europa.eu/esco/skill/4812a4ea-dc55-4dc6-b9b0-4a59bba2c647,allemand,37,0.0441,6,MARKETING_SALES,0.297,2.567
,civil,37,0.0441,6,DATA_IT,0.459,2.995
,financier,37,0.0441,6,FINANCE_LEGAL,0.622,8.412
,acteurs,37,0.0441,6,DATA_IT,0.459,2.16
,scope,37,0.0441,6,DATA_IT,0.405,1.89
,thinking,37,0.0441,6,DATA_IT,0.405,1.463
