offer_id,external_id,domain_tag,title,kept,dropped,error
508,242161,engineering,VIE – Method Engineer - Zalaegerszeg (Hungary) (H/F),5,0,
509,242160,engineering,.NET Developer (H/F),5,0,
510,242159,engineering,Java Developer (H/F),3,0,
511,242158,admin,VIE – Finance Transformation Administrator - Barcelona (H/F),4,0,
512,242157,engineering,"Ingénieur en Recherche, évaluation numérique des formations et modélisation du s",1,4,
513,242156,finance,Contrôleur de Gestion (H/F),5,0,
514,242155,engineering,VIE - Quality Assurance Engineer - Horgen (Switzerland) (H/F),5,0,
515,242153,sales,SALES MANAGER H/F (H/F),5,0,
516,242150,supply,Acheteur commodité et projet (H/F),5,0,
517,242146,sales,Customer Success Manager (H/F),5,0,
518,242142,operations,Improvement Coordinator VIE (H/F),5,0,
519,242140,finance,Contrôle De Gestion / Contrôle Interne (H/F),4,1,
520,242133,engineering,Process Engineer (H/F),4,1,
521,242132,engineering,Scrum Master (Systèmes Embarqués IoT) (H/F),5,0,
522,242130,engineering,INGÉNIEUR CHEF DE CHANTIER (H/F),5,0,
523,242127,engineering,INGÉNIEUR(E) METHODES (H/F),4,0,
524,242126,marketing,Digital Product Manager (H/F),5,0,
525,242124,engineering,INGÉNIEUR(E) METHODES (H/F),3,2,
526,242099,finance,Program Controller (H/F),5,0,
527,242070,finance,Ingénieur Robotique et Systèmes de fabrication autonome (H/F),0,0,
528,240150,supply,Business Developer Allemagne – Photovoltaïque F/H (H/F),4,0,
529,240142,supply,VIE – Supply Chain / Logistique (H/F),5,0,
530,238440,finance,Credit Officer (H/F),5,0,
531,238330,hr,Corporate Recruiter – Campus & Employer Branding (H/F),5,0,
532,238005,finance,ACCOUNTANT IN AN INTERNATIONAL ENVIRONMENT M/F (H/F),5,0,
533,237909,engineering,Ingénieur(e) technico-commercial dans le traitement des eaux industrielles en it,4,0,
534,237821,data,Analyste SOC & CTI (H/F),5,0,
535,237776,engineering,Software engineer (M/F) (H/F),4,0,
536,237774,engineering,Ingénieur assurance qualité (H/F),5,0,
537,237481,engineering,R&D Packaging Engineer (H/F),5,0,
538,237001,engineering,Développeur Python (H/F),4,0,
539,236974,engineering,PCB Design Engineer (H/F),5,0,
540,236438,hr,VMS Tool Officer (H/F),4,1,
541,232831,engineering,DESSINATEUR / PROJETEUR ÉLECTRICITÉ - (H/F),3,0,
542,232830,engineering,INGÉNIEUR AUTOMATICIEN (H/F),3,0,
543,232829,finance,BIM MODELEUR STRUCTURES - (H/F),4,0,
544,232827,engineering,INGENIEUR INSTRUMENTATION (H/F),4,0,
545,232826,engineering,INGÉNIEUR ÉLECTRICITÉ (H/F),4,0,
546,232825,operations,RESPONSABLE DE PROJETS ELECTRICITE - (H/F),4,0,
547,232824,engineering,DESSINATEUR TUYAUTERIES - (H/F),5,0,
548,232823,engineering,MODELEUR BIM MEP - (H/F),2,1,
549,232822,engineering,INGÉNIEUR STABILITE - (H/F),3,0,
550,232821,engineering,DESSINATEUR PROJETEUR CVC (H/F),4,0,
551,232820,engineering,INGENIEUR HVAC (H/F),5,0,
552,232819,engineering,AUTOMATICIEN - (H/F),4,0,
553,232818,engineering,DESSINATEUR / PROJETEUR BETON - (H/F),3,0,
554,232251,engineering,INGÉNIEUR CONCEPTION MÉCANIQUE (H/F),4,0,
555,230774,marketing,REGIONAL DEALERS COMMUNICATION SPECIALIST H/F (H/F),4,0,
556,242136,sales,INGÉNIEUR technico-commercial (H/F),2,3,
557,242131,supply,GROUP PROCURMENT SPECIALIST - PROCESS / METHODS / SUSTAINABILITY (F/M) (H/F),5,0,
558,242129,hr,HRBP & Global Mobility Specialist (H/F),2,3,
559,242128,admin,Chargé(e) Back Office - Settlement/Transfert (H/F),5,0,
560,242121,engineering,DEVELOPPEUR COMMERCIAL ITALIE (H/F),0,0,
561,242119,finance,Analyste support tarification et reporting du marché secondaire (H/F),1,4,
562,242117,supply,Acheteur(se) Programme (H/F),5,0,
563,242115,finance,Financial Planning & Analysis III (H/F),5,0,
564,242114,data,Analyste en conception de silicium (H/F),5,0,
565,242113,engineering,Ingénieur Environnement et Développement Durable (H/F),5,0,
566,242111,supply,SUPPLY CHAIN MANAGEMENT M/F (H/F),4,0,
567,242109,hr,International HR Project & Governance (H/F),2,3,
568,242108,engineering,Ingénieur Process (H/F),5,0,
569,242107,admin,Support applicatif Niveau 2 (H/F),5,0,
570,242104,finance,Analyste Financier FP&A Junior (H/F),5,0,
571,242103,finance,CONTROLEUR DE GESTION (H/F),4,0,
572,242098,engineering,Coordinateur technique (H/F),5,0,
573,242097,supply,Chef de Projet Process & ERP (H/F),5,0,
574,242092,supply,Ingénieur Approvisionnement / Ordonnancement (H/F),5,0,
575,242067,data,Data Engineer (H/F),5,0,
576,241004,engineering,CQV Engineer - Life Sciences (H/F),4,0,
577,241002,sales,Business Developer (H/F),5,0,
578,238338,engineering,QA Analyst (H/F),5,0,
579,238313,supply,POWERTRAIN BUYER (H/F),5,0,
580,238312,supply,HYDRAULICS BUYERS (H/F),4,1,
581,238010,engineering,Oracle HCM Developer (H/F),4,0,
582,237997,data,AI Data Engineer (H/F),5,0,
583,237996,operations,Mid Project Manager (H/F),4,0,
584,237992,engineering,Mid Java Developer (H/F),5,0,
585,237991,engineering,Mid Devops (H/F),3,2,
586,237989,engineering,Mid Functional Tester / QA (H/F),5,0,
587,237988,engineering,Mid Test Automation Engineer / QAE (H/F),5,0,
588,237987,data,Mid IT Business Analyst (H/F),4,0,
589,237986,engineering,Mid Fullstack Developer Java w/ Angular (H/F),5,0,
590,237984,admin,Junior/Mid Scrum Master (H/F),5,0,
591,237922,hr,Junior Identity and Access Management (H/F),3,2,
592,237885,engineering,Développeur Flutter (H/F),4,0,
593,237884,engineering,Développeur React Native (H/F),4,0,
594,237852,data,Full-stack Developer Java & Angular/React (H/F),5,0,
595,237830,engineering,Back-end Developer Java & Spring (H/F),5,0,
596,236751,supply,Acheteur(se) Prestations Intellectuelles (H/F),5,0,
597,236566,admin,CONSULTANT(E) (M/F) (H/F),4,0,
598,236375,admin,"CONSULTANT(E) (M/F) (H/F) - Philadelphia, PA",4,0,
599,236116,engineering,Ingénieur.e travaux (H/F),4,0,
600,242110,finance,FSSC Operational Excellence (H/F),5,0,
601,242102,engineering,Préparateur Méthodes (H/F),4,1,
602,242101,finance,Graduate Expert - Ingénieur en traitement des eaux résiduaires H/F (H/F),0,0,
603,242096,data,AI Americas - US HR Digital (H/F),1,4,
604,242095,data,VIE – Sourcing Digitalization Analyst (H/F),4,0,
605,242094,engineering,System Testing Engineer- Flight Warning System (H/F),5,0,
606,242093,hr,HR Transversal Management (H/F),5,0,
607,242091,operations,Training Operations and Project Specialist (H/F),5,0,
608,242090,operations,Expert CyberSOC (H/F),5,0,
609,242089,operations,Expert CyberSOC H/F (H/F),1,4,
610,242086,operations,Consultant Technico-fonctionnel (H/F),3,1,
611,242083,finance,VIE - Technical Consultant (H/F),5,0,
612,242079,data,AI Operations Engineer - VIE - Barcelona (H/F),4,1,
613,242078,data,AI Transformation & Adoption Manager (H/F),5,0,
614,242074,supply,Supply Chain VIE (H/F),5,0,
615,242072,finance,Chargé de missions affaires publiques - Financement et Nouvelles activités (H/F),5,0,
616,242069,sales,Bid & Market Coordinator (H/F),4,0,
617,242068,sales,Commercial B2B H/F (H/F),4,0,
618,242043,data,Data Scientist (H/F),4,0,
619,240152,data,SAP Functional Analyst - Spanish Speaker F/M (H/F),4,1,
620,240131,engineering,Ingénieur conception (H/F),5,0,
621,238383,engineering,MANUFACTURING ENGINEE M/W (H/F),3,0,
622,238335,engineering,Ingénieur amélioration continue (H/F),5,0,
623,238102,sales,Sales engineer (H/F) - Parlant Chinois,4,0,
624,237007,finance,Site Coordinator (H/F),0,0,
625,231018,supply,BUSINESS DEVELOPER ALLEMAGNE - MUNICH H/F (H/F),4,1,
626,242065,supply,Fleet Coordinator (H/F),5,0,
627,242044,data,Business Analyst (H/F),3,0,
628,242042,engineering,AI Engineer Service Now (H/F),5,0,
629,242023,supply,Fleet Coordinator (H/F),4,1,
630,242020,sales,COMMERCIAL(E) TERRAIN (H/F),5,0,
631,242007,finance,Continuous Improvement Project Manager (H/F),4,0,
632,241003,sales,BUSINESS DEVELOPER - ACCOUNT MANAGER (H/F),5,0,
633,241000,engineering,Process Engineer (H/F),5,0,
634,240149,engineering,Embedded Software Engineer (H/F),5,0,
635,240148,supply,HARDWARE ENGINEER (H/F),5,0,
636,240143,admin,Sub-System Manager Support (H/F),3,1,
637,240136,sales,Business Manager (H/F),5,0,
638,240135,engineering,Junior Developer – Electricity Markets (H/F),5,0,
639,240134,finance,Contrôleur de Gestion / ADV (H/F),5,0,
640,239998,supply,PROJECT MANAGEMENT OFFICER AERONAUTIQUE (H/F),5,0,
641,238450,sales,Business Developer (H/F),5,0,
642,238423,finance,Contrôleur de gestion industriel (H/F),5,0,
643,238419,sales,"Project Management in Flight Hours Services Processes, Methods and Tools (H/F)",0,0,
644,237416,sales,BUSINESS MANAGER ISALYS (H/F),4,1,
645,237411,engineering,INGÉNIEUR DÉVELOPPEMENT LABVIEW (H/F),3,1,
646,237355,data,SAP Functional Analyst - Spanish Speaker F/M (H/F),4,1,
647,236829,hr,Internal comms & Employer brand Partner (H/F),5,0,
648,238417,sales,CHEF DE SECTEUR ESPAGNE (H/F),1,4,
649,237649,engineering,Ingénieur qualité (H/F),5,0,
650,237647,engineering,Ingénieur qualité 4.0 (H/F),5,0,
651,242137,supply,Assistant(e) des attachés douaniers à Sao Paulo (H/F),0,0,
652,240125,finance,BUSINESS CONTROLLER (H/F),5,0,
653,240132,engineering,Ingénieur en développement de projets transverses F/H (H/F),4,1,
654,240130,supply,VIE - Local Buyer/Expeditor (H/F),5,0,
655,240126,sales,Business Manager (H/F),5,0,
656,240124,marketing,Spécialiste CRM & Digital (H/F),5,0,
657,240123,operations,MRO Supplier Coordinator (H/F),5,0,
658,240122,engineering,Aeronautics Engineer | Aeronautics (H/F),5,0,
659,240120,engineering,Methods Engineer | Aeronautics & Defense (H/F),5,0,
660,240119,engineering,Mechanical Design Engineer | Aeronautics (H/F),3,0,
661,240118,other,"VIE CHARGÉ(E) DE MISSION - AFFAIRES PUBLIQUES EUROPÉENNES, énergie F/H (H/F)",5,0,
662,240116,hr,HR PROJECT LEADER & B-CORP LOCAL CHAMPION (H/F),5,0,
663,240113,data,Analyste Performance Opérations (H/F),5,0,
664,240112,finance,Contrôleur de Gestion (H/F),5,0,
665,238396,supply,Project Leader Regulatory Affairs (H/F),5,0,
666,238395,data,Automatisation des Données Techniques (H/F),2,3,
667,238394,engineering,Ingénieur Généraliste (Méthodes Maintenance) (H/F),4,0,
668,238391,finance,CONSULTANT SAP (H/F),4,1,
669,238390,engineering,INGENIEUR MAINTENANCE INDUSTRIELLE (H/F),5,0,
670,238388,supply,Buyer (H/F),5,0,
671,238387,finance,Finance Controller (H/F),5,0,
672,238386,sales,Sales (H/F),5,0,
673,238385,hr,Performance Communication Specialist (H/F),5,0,
674,238384,supply,Productivity Buyer (H/F),5,0,
675,238382,supply,BUSINESS DEVELOPER (H/F),4,0,
676,238381,sales,Customer Success Officer (H/F),4,0,
677,238377,supply,Transfers of Work and Business Improvement Coordinator (H/F),4,1,
678,238372,supply,Purchasing VIE (H/F),5,0,
679,238371,admin,VIE Functional Excellence Support (H/F),4,0,
680,238357,supply,ACHETEUR (H/F),5,0,
681,240111,finance,Commodity Buyer (H/F),4,0,
682,239997,data,Chargé d'Intégration et Développement (H/F),5,0,
683,238451,engineering,Rédacteur Technique (H/F),5,0,
684,238446,engineering,Ingénieur IAM (H/F),5,0,
685,238445,engineering,Développeur .NET (H/F),5,0,
686,238443,engineering,Product & Technology Manufacturing Quality (H/F),2,2,
687,240151,hr,Talent Acquisition & Campus Management Professional (H/F),4,1,
688,238284,engineering,Site Reliability Engineer (SRE) – Batch Operations (H/F),5,0,
689,238283,operations,Mainframe Operations Engineer (Z/OS – N2 Support) (H/F),5,0,
690,238281,engineering,Production Support Engineer (N2) – DevOps Environment (H/F),5,0,
691,232832,engineering,INGENIEUR MECANIQUE - (H/F),5,0,
692,230522,engineering,DEVOPS ENGINEER (H/F),5,0,
693,232033,engineering,DESIGNER UX/UI (H/F),4,0,
694,238343,engineering,Ingénieur Calcul Charpente métallique (H/F),3,2,
695,238032,sales,Sales & Business Development (H/F),5,0,
696,237133,sales,Technico-commercial (H/F),4,0,
697,237531,engineering,CONSULTANT(E) (H/F),4,1,
698,238437,data,Analyste SOC (H/F),4,0,
699,238433,sales,VIE – Business Development & Distribution Network Coordinator – Equine Veterinar,5,0,
700,238195,admin,SUPPORT TECHNIQUE NUTRITION RUMINANT (H/F),5,0,
701,238142,finance,Business Analyst – Finance / SCM ( (H/F),4,0,
702,238138,supply,Commodity Lead Buyer (H/F),5,0,
703,238065,sales,Chargé(e) de Prescription - Français/Allemand (H/F),5,0,
704,237199,supply,Program Purchasing (H/F),5,0,
705,237057,engineering,V.I.E Piping Inspector (H/F),5,0,
706,237043,engineering,V.I.E Main Automation Vendor Package Engineer - F/H (H/F),5,0,
707,237036,sales,Business Development Representative (H/F),5,0,
708,238449,engineering,Géologue (H/F),3,1,
709,238442,engineering,Géophysicien (H/F),4,0,
710,238436,engineering,INGÉNIEUR HSE HF (H/F),5,0,
711,238430,engineering,Ingénieur conception digitale (H/F),5,0,
712,238429,supply,Hydro(géo)logue de terrain et recherches pluridisciplinaires sur l'eau F/H (H/F),5,0,
713,238426,sales,INTERNATIONAL BUSINESS DEVELOPER (H/F),5,0,
714,238425,sales,INTERNATIONAL BUSINESS DEVELOPPER (H/F),5,0,
715,238420,sales,Chargé développement commercial (H/F),5,0,
716,238418,engineering,Project Quality and Safety Manager (H/F),5,0,
717,238415,legal,Contract Management (m/f) (H/F),5,0,
718,238414,data,Environment Policy analyst - (H/F),0,0,
719,238413,supply,PROGRAM MANAGER (H/F),5,0,
720,238407,marketing,CRM B2B Lifecycle Manager - VIE - Barcelona (H/F),5,0,
721,238405,sales,VIE R&D - R&D Innovation Business Unit Sourdough (H/F),0,0,
722,238404,sales,VIE R&D - Downstream Processing Development for Enzymes (H/F),0,0,
723,238402,hr,HR Coordinator (H/F),4,1,
724,238393,operations,Conseiller/Conseillère en affaires publiques (H/F),5,0,
725,238392,engineering,Embedded Software Engineer (H/F),3,0,
726,237523,engineering,Technicien projet neuf (H/F),4,0,
727,237515,engineering,Technicien service à bord (H/F),4,0,
728,237385,engineering,Ingénieur Performance Process (H/F),4,0,
729,237382,data,Industrial AI & Data Engineer (H/F),5,0,
730,237373,supply,Junior Industrial Controller (H/F),5,0,
731,236472,sales,Accounting Specialist (H/F),0,0,
732,236471,sales,Accounting Specialist (H/F),0,0,
733,236352,admin,Spécialiste Support Manufacturing & Conformité GMP (H/F),5,0,
734,236333,engineering,Ingénieur EHS & Ingénieur Général CAPEX (Industrie Pharmaceutique) (H/F),5,0,
735,236330,engineering,Ingénieur Qualification/Validation (Industrie Pharmaceutique) (H/F),5,0,
736,236329,engineering,Ingénieur Procédés (H/F),5,0,
737,235331,engineering,Gestion validation - Equipements labo chimie (H/F),5,0,
738,238435,hr,Développeur.se RAD Wealth Management (H/F),5,0,
739,237369,finance,VIE Auditeur Interne (H/F),5,0,
740,238401,engineering,Training Product Deployment Support Digital and Project Manager (H/F),5,0,
741,238399,finance,Contrôleur Financier H/F (H/F),5,0,
742,238398,finance,Régleur Injection Plastique (H/F),0,0,
743,238397,supply,Juriste (H/F),5,0,
744,238352,supply,Customer Operations & Commercial Support Associate (H/F),5,0,
745,238350,supply,Commercial Operations Associate (H/F),5,0,
746,238333,engineering,Ingénieur amélioration continue (H/F),5,0,
747,237972,engineering,Ingénieur Généraliste (Production pétrolière) (H/F),5,0,
748,237879,engineering,Développeur de use cases IA et automatisation (H/F),3,2,
749,237874,supply,Assistant(e) IT Product Owner - Power (Court Terme) (H/F),5,0,
750,237797,sales,Business Developer (H/F),4,0,
751,237743,engineering,Field Technical Engineer M/F (H/F),2,3,
752,237615,engineering,Ingénieur Intelligence Artificielle (H/F),5,0,
753,237471,sales,Country Opener (H/F),4,0,
754,237112,supply,Chargé(e) de la transformation digitale (H/F),5,0,
755,236550,engineering,INGÉNIEURS MÉCATRONIQUE OU SYSTÈMES ELECTRONIQUES EMBARQUÉS (H/F),5,0,
756,236118,engineering,Embedded Linux Engineer ( H/F) (H/F),5,0,
757,236117,engineering,Compiler Engineer (H/F),5,0,
758,235262,engineering,Ingénieur Méthodes (H/F),5,0,
759,231829,finance,INGÉNIEUR INDUSTRIEL (H/F),0,0,
760,237658,finance,Finance (H/F),5,0,
761,238379,finance,CONSULTANT(E) MÉTIER FINANCE (H/F) Tax Consultant – Tax Reclaim,3,0,
762,238376,finance,CONSULTANT(E) MÉTIER FINANCE (H/F),5,0,
763,238370,engineering,V.I.E - Research Engineer - Steel/Refractory Interaction (H/F),5,0,
764,238369,other,Responsable Qualité – Spécialiste ISO 27001 (H/F),5,0,
765,238366,operations,SEO Project Manager (H/F),5,0,
766,238365,engineering,Développeur .NET (H/F),2,2,
767,238363,engineering,Field Engineer (F/H) (H/F),4,0,
768,238361,sales,Junior Technical Account Engineer (H/F),5,0,
769,238360,sales,Assistant(e) Sales Manager (H/F),3,2,
770,238358,data,Data Scientist (H/F),4,0,
771,238355,finance,Business Finance Analyst and Controller (H/F),3,2,
772,238354,operations,Ingénieur/Assistant Project Manager sur chantier de construction nucléaire - VIE,2,1,
773,238351,supply,Labelling Innovation & Transformation Specialist (H/F),3,2,
774,238347,operations,IT Installation & Support Technician (H/F),5,0,
775,238345,engineering,CHARGE (E) DE MISSION NUCLEAIRE (H/F),5,0,
776,238340,operations,VIE - Retrofit Program Controller (m/f) (H/F),5,0,
777,238337,legal,Compliance Technician (H/F),5,0,
778,238318,sales,Business Development Espagne (F/H) (H/F),4,0,
779,238216,sales,Business Developer / Technico-Commercial (H/F),5,0,
780,238190,operations,Conducteur de Travaux en Risques Naturels (H/F),4,0,
781,238158,supply,Project Manager - Clinical Trials (H/F),5,0,
782,237862,sales,VIE – Business Development & Distribution Network Coordinator – Equine Veterinar,5,0,
783,237861,sales,VIE – Business Development & Distribution Network Coordinator – Equine Veterinar,5,0,
784,237602,hr,Consultant SAP HR (H/F),5,0,
785,237460,engineering,INGÉNIEUR MAINTENANCE (H/F),1,2,
786,237459,finance,INGÉNIEUR QUALITÉ (H/F),0,0,
787,237458,engineering,INGÉNIEUR(E) MECANIQUE (R&D) (H/F),4,0,
788,237405,engineering,Industrial Injection Engineer (H/F),4,1,
789,237228,engineering,Industrial Injection Engineer (H/F),4,1,
790,237226,supply,Ingénieur méthodes maintenance et optimisation (H/F),5,0,
791,236852,sales,BUSINESS ANALYST (H/F),5,0,
792,236600,engineering,Quality Engineer – BPO (H/F),5,0,
793,236569,sales,TECHNICAL SERVICE ENGINEER TRAINEE (H/F),5,0,
794,236396,finance,Consultant(e) Métier Bancaire (H/F),5,0,
795,236301,operations,Chargé(e) de Mission – Performance & Process IT (H/F),5,0,
796,236095,finance,Business Controller & Analyst (H/F),5,0,
797,236050,engineering,Ingénieur Procédé Extrusion - Qualité (H/F),5,0,
798,235953,marketing,Consultant SEA/SMA (H/F),5,0,
799,232756,finance,INGENIEUR QUALITE H/F (H/F),0,0,
800,232729,engineering,CHARGE.E DE PROJET (H/F),5,0,
801,238331,supply,Acheteur & Support Achats (Buyer & Procurement Support) (H/F),5,0,
802,238329,supply,Technicien Opérations & Maintenance (H/F),5,0,
803,238328,sales,BUSINESS DEVELOPER (H/F),5,0,
804,238327,engineering,INGÉNIEUR PROCESS (H/F),4,0,
805,238326,finance,Expert Irrigation – Afrique de l'Ouest (Customer Success & Avant-Vente) (H/F),0,0,
806,238325,sales,Business Developer Junior – AgriTech Afrique de l’Ouest (H/F),4,1,
807,238324,engineering,DÉVOPS (H/F),5,0,
808,238323,engineering,DÉVELOPPEUR JAVA (H/F),3,1,
809,238322,engineering,V.I.E Electrical Commissioning Coordinator F/M (H/F),3,1,
810,238321,finance,Finance controller (H/F),4,1,
811,238320,marketing,B2B Marketing Officer (H/F),3,2,
812,238319,finance,Financial Controller (H/F),5,0,
813,238314,engineering,BUSINESS DEVELOPER (H/F),4,0,
814,238310,engineering,INGÉNIEUR COORDINATION (H/F),4,0,
815,238259,sales,CHEF DE SECTEUR (H/F),1,4,
816,238161,operations,Technicien/Chargé d'affaires chantier construction nucléaire - VIE Bac +3 (H/F),4,0,
817,237718,sales,Microfluidics Sales Specialist (H/F),5,0,
818,237577,supply,INGENIEUR SYSTEME EMBARQUE (H/F),5,0,
819,237574,sales,Pre-Sales Architect V.I.E (H/F),5,0,
820,237484,other,OT Security Consultant (H/F),4,1,
821,235890,finance,INGENIEUR(E) MECATRONIQUE (H/F),0,0,
822,231968,data,BUSINESS ANALYST M/F (H/F),4,0,
823,231967,legal,COMPLIANCE ANALYST M/F (H/F),5,0,
824,231966,data,DATA ANALYST - DATA SCIENTIST - DATA ENGINEER H/F (H/F),5,0,
825,235596,engineering,INGENIEUR TECHNICO-COMMERCIAL (H/F),3,0,
826,233039,finance,INGENIEUR AUTOMATICIEN H/F (H/F),0,0,
827,233038,engineering,INGENIEUR ELECTRIQUE H/F (H/F),4,0,
828,233037,engineering,INGENIEUR MECANIQUE H/F (H/F),4,0,
829,233036,engineering,INGENIEUR METHODES H/F (H/F),5,0,
830,232755,operations,CONSULTANT PROJECT MANAGER M/F (H/F),5,0,
831,232386,data,Junior Group Sustainability Analyst VIE (H/F),3,2,
832,232333,supply,INGÉNIEUR MÉCATRONIQUE (H/F),5,0,
833,232304,engineering,HARDWARE DESIGNER (H/F),5,0,
834,231676,engineering,CONSULTANT INGENIEUR PROCESS FABRICATION H/F (H/F),5,0,
835,231675,engineering,CONSULTANT INGENIEUR MECANIQUE H/F (H/F),4,0,
836,231674,finance,CONSULTANT INGENIEUR AUTOMATICIEN H/F (H/F),4,0,
837,231441,operations,CHEF(FE) DE PROJET ELECTRICITÉ (H/F),4,0,
838,231440,engineering,DESSINATEUR PROJETEUR/DESSINATRICE PROJETEUSE (H/F),5,0,
839,231372,engineering,INGÉNIEUR HVAC H/F (H/F),4,0,
840,238367,engineering,INGENIEUR CONCEPTION MECANIQUE Composites –AEROSPATIAL (H/F),5,0,
841,237441,operations,BUSINESS MANAGER (H/F),3,1,
842,238315,operations,R&I Digital Manager (H/F),5,0,
843,238311,operations,International CSR officer (H/F),5,0,
844,238309,operations,Business Analyst core Banking F/h (H/F),3,1,
845,238308,sales,Sales and Marketing Assistant (H/F),5,0,
846,238304,finance,CONTROLEUR DE GESTION - ITALIE (H/F),4,0,
847,238303,engineering,Technicien(ne) IT Junior (H/F),5,0,
848,238301,finance,FINANCE ANALYST (H/F),5,0,
849,238300,supply,Clinical Diagnostics Purchasing Analyst (H/F),4,0,
850,238298,supply,IT Purchasing Analyst (H/F),3,0,
851,238297,operations,Chef de projet - planning (H/F),4,0,
852,238296,sales,Energy Advisory Analyst (H/F),0,0,
853,238295,sales,Energy Advisory Analyst (H/F),0,0,
854,238294,sales,Energy Advisory Analyst - Brussels (H/F),5,0,
855,238292,supply,VIE - Serial Supplier Quality Engineer (H/F),5,0,
856,238291,admin,Assistant(e) Architecte d'intérieur (H/F),4,0,
857,238289,engineering,Ingénieur Test/Produit en microélectronique (H/F),3,2,
858,238288,engineering,Ingénieur Test/Produit en microélectronique (H/F),4,0,
859,238287,data,TALENT ACQUISITION SPECIALIST BERLIN (H/F),4,0,
860,238286,engineering,Ingénieur qualité (H/F),2,2,
861,238285,engineering,Ingénieur qualité (H/F),2,2,
862,238276,marketing,West Africa Marketing Executive - Trade & Digital (H/F),5,0,
863,238274,engineering,"Commissioning, Qualification & Validation (CQV) Engineer | Life Sciences (H/F)",5,0,
864,238269,operations,Chargé de HSE (H/F),5,0,
865,238263,finance,Chargé de qualité (H/F),0,0,
866,238255,legal,Associate Legal Advisor- VIE (H/F),5,0,
867,238164,finance,Analyste crédits professionnels de l'Immobilier (H/F),5,0,
868,238140,engineering,Project Engineer Packaging (H/F),5,0,
869,238054,engineering,INGENIEUR D’AFFAIRES (H/F),5,0,
870,237233,finance,Chargé de missions productions maraichère et fruitière (H/F),0,0,
871,237230,data,Consultant - Banking & Insurance (H/F),5,0,
872,236958,supply,Junior Asset Management & Fleet Performance Analyst (H/F),5,0,
873,236919,engineering,PRODUCT OWNER H/F (H/F),5,0,
874,236639,engineering,Architecte Micro-Mobilité – Avant-Projet Propulsion (H/F),5,0,
875,231542,finance,V.I.E MECHANICAL ENGINEER (F/H) (H/F),0,0,
876,238267,legal,Junior Legal Counsel (H/F),4,0,
877,238260,operations,INGÉNIEUR CHARGÉ D'AFFAIRES (H/F),4,0,
878,238258,operations,CHEF(FE) DE PROJET ENERGETIQUE (H/F),5,0,
879,227513,engineering,TECHNICIEN MECATRONIQUE (H/F),0,0,
880,231157,engineering,INGÉNIEUR MÉTHODES/INDUSTRIALISATION (H/F),4,0,
881,229274,operations,INGENIEUR CONCEPTION ELECTRONIQUE (H/F),5,0,
882,230086,supply,INGENIEUR MECANIQUE - INGENIERIE H/F (H/F),2,3,
883,230085,engineering,INGENIEUR DEVELOPMENT SYSTEM EMBARQUE (H/F) - SUEDE,5,0,
884,231468,engineering,INGÉNIEUR AUTOMATICIEN (H/F),4,1,
885,231210,finance,KYC ANALYST M/F (H/F),5,0,
886,227499,engineering,INGÉNIEUR QUALITÉ FOURNISSEUR SPECIALISE FONDERIE (H/F),0,0,
887,229198,engineering,COORDINATEUR TECHNIQUE DE PROJET H/F (H/F),5,0,
888,237501,admin,Technology training support (H/F),0,0,
889,237500,admin,Technology training support (H/F),4,0,
890,237493,admin,Technology training support (H/F),4,0,
891,229126,sales,SALES SPECIALIST BRUXELLES (H/F),3,1,
892,232231,sales,REPRESENTANT TECHNICO COMMERCIAL (H/F),5,0,
893,228215,sales,BUSINESS DEVELOPPER USA (H/F),5,0,
894,228470,engineering,INGENIEUR TECHNICO COMMERCIAL DIGITAL (H/F),5,0,
895,228347,finance,DEVELOPPEUR SYSTEMES ET RESEAUX (H/F),2,0,
896,227716,operations,JUNIOR WAGON ENGINEER (H/F),5,0,
897,236691,finance,Courtier Junior Assurance Crédit Structuré & Risques Politiques (H/F),5,0,
898,231969,sales,BUSINESS MANAGER (H/F),2,1,
899,229739,engineering,CONSULTANT(E) INGENIEUR(E) CONCEPTION MECANIQUE (H/F),4,0,
900,229546,engineering,CONSULTANT(E) ANALYSTE SECURITÉ (H/F),4,1,
901,229545,engineering,CONSULTANT(E) ANALYSTE SECURITÉ (H/F),4,1,
902,235316,operations,International Learning Development & HR Project Manager (H/F),5,0,
903,228796,sales,BUSINESS MANAGER (H/F),4,0,
904,224085,engineering,INGÉNIEUR MECANIQUE (H/F),4,0,
905,227195,finance,V.I.E JUNIOR ACCOUNTANT (M/W) (H/F),5,0,
906,230383,supply,OPERATIONS MANAGER (H/F),4,1,
907,238257,finance,VIE Management Controller (H/F),5,0,
908,238256,finance,V.I.E Junior Financial Controller (H/F),5,0,
909,238254,finance,Contrôleur de gestion (H/F),2,2,
910,238252,finance,Contrôleur(euse) financier(ère) (H/F),5,0,
911,238250,finance,Qualité Fabrication Back-End (H/F),0,0,
912,238249,supply,Acheteur (H/F),3,2,
913,238248,operations,"Professionnel(le) - Industrie Pharmaceutique – Opérations, Qualité, R&D (H/F)",5,0,
914,238241,hr,VIE - HR Generalist (12 months) H/F (H/F),5,0,
915,238237,engineering,INGENIEUR AMELIORATION PRODUCTION (H/F),4,0,
916,238235,sales,Représentant Technico Commercial (H/F),5,0,
917,238223,engineering,Ingénieur Design (H/F),4,0,
918,238204,data,VIE - Pricing analyst - Barcelona (H/F),3,2,
